Power,Velocity,beam D,layer thickness,Hatch spacing,defect_label,material
370.0,800.0,100.0,35.0,70.0,3,IN718
450.0,641.7112299,187.0,50.0,216.0,1,SS316L
250.0,1000.0,74.0,40.0,0.037,3,IN718
150.0,60.48387097,248.0,50.0,750.0,1,SS316L
200.0,1800.0,80.0,50.0,28.0,2,SS17-4PH
50.0,26.73796791,187.0,50.0,168.3,1,SS316L
900.0,1400.0,240.0,50.0,180.0,2,SS17-4PH
450.0,240.6417112,187.0,50.0,267.14,0,SS316L
99.3784,500.0,59.0,30.0,45.0,3,SS316L
375.0,190.0,100.0,50.0,90.0,0,SS316L
400.0,2500.0,100.0,20.0,80.0,0,SS17-4PH
170.0,600.0,100.0,20.0,105.0,0,SS17-4PH
120.0,200.0,100.0,70.0,500.0,3,IN718
187.8529,600.0,74.0,30.0,55.0,3,IN718
200.0,2200.0,80.0,50.0,56.0,2,SS17-4PH
277.5,130.0,100.0,50.0,80.0,3,SS316L
300.0,150.0,74.0,40.0,52.0,3,IN718
320.0,250.0,95.0,50.0,213.3,0,SS316L
150.0,400.0,100.0,40.0,80.0,0,IN718
195.0,1200.0,100.0,20.0,90.0,2,SS17-4PH
170.0,800.0,100.0,20.0,80.0,0,SS17-4PH
250.0,250.0,74.0,40.0,60.0,3,IN718
245.0,190.0,100.0,50.0,80.0,0,SS316L
375.0,250.0,95.0,50.0,76.0,3,SS316L
450.0,3500.0,50.0,30.0,40.0,0,SS17-4PH
600.0,600.0,37.5,30.0,105.0,3,SS316L
45.0,1900.0,0.085,0.04,0.068,1,SS316L
1800.0,1400.0,240.0,50.0,321.4,2,SS17-4PH
160.0,2000.0,50.0,20.0,40.0,0,SS17-4PH
282.508,550.0,74.0,40.0,59.2,3,IN718
285.0,600.0,80.0,60.0,46.0,3,IN718
300.0,100.0,74.0,40.0,0.0592,3,IN718
195.0,600.0,100.0,20.0,120.0,0,SS17-4PH
99.3784,700.0,59.0,20.0,41.3,3,SS316L
220.0,1100.0,100.0,20.0,125.0,2,SS17-4PH
115.0,100.0,100.0,50.0,328.6,1,SS316L
150.0,1500.0,80.0,50.0,64.0,1,SS17-4PH
195.0,1200.0,100.0,20.0,90.0,2,SS17-4PH
200.0,300.0,55.0,75.0,44.0,3,SS316L
285.0,600.0,100.0,40.0,70.0,3,IN718
550.0,897.9591837,98.0,50.0,76.0,3,SS316L
220.0,1500.0,100.0,20.0,70.0,0,SS17-4PH
120.0,2400.0,50.0,40.0,40.0,1,SS17-4PH
130.0,3400.0,0.07,0.02,0.049,1,SS316L
300.0,2500.0,100.0,40.0,90.0,1,IN718
380.0,2400.0,50.0,35.0,40.0,0,SS17-4PH
132.8568,800.0,74.0,20.0,52.0,3,IN718
50.0,51.02040816,98.0,50.0,301.6,1,SS316L
80.0,1400.0,50.0,0.04,0.04,1,SS17-4PH
245.0,130.0,100.0,50.0,314.0,0,SS316L
250.0,400.0,100.0,70.0,500.0,3,IN718
200.0,1500.0,35.0,29.0,87.0,0,SS316L
120.0,1000.0,50.0,50.0,45.0,1,SS17-4PH
200.0,1600.0,90.0,30.0,90.0,1,SS316L
300.0,400.0,0.1,0.05,0.08,3,SS17-4PH
250.0,1400.0,50.0,40.58,40.0,0,SS17-4PH
180.0,220.0,100.0,50.0,250.0,1,SS316L
213.8344,500.0,59.0,50.0,47.2,3,SS316L
100.0,400.0,70.0,50.0,0.08,1,SS316L
100.0,1000.0,35.0,25.0,75.0,0,SS316L
400.0,3200.0,100.0,20.0,60.0,0,SS17-4PH
300.0,1200.0,80.0,50.0,64.0,2,SS17-4PH
180.0,400.0,100.0,50.0,110.0,2,SS316L
2700.0,1600.0,240.0,50.0,0.192,3,SS17-4PH
2700.0,1800.0,240.0,50.0,180.0,3,SS17-4PH
200.0,600.0,70.0,50.0,100.0,1,SS316L
150.0,2000.0,35.0,22.66666667,68.0,0,SS316L
187.8529,550.0,74.0,35.0,55.0,3,IN718
325.0,190.0,100.0,50.0,90.0,0,SS316L
277.5,400.0,100.0,50.0,210.0,1,SS316L
900.0,1400.0,240.0,50.0,168.0,2,SS17-4PH
250.0,133.6898396,187.0,50.0,0.27,0,SS316L
100.0,800.0,100.0,40.0,80.0,1,IN718
310.0,130.0,100.0,50.0,80.0,3,SS316L
100.0,200.0,55.0,75.0,44.0,3,SS316L
150.0,244.8979592,98.0,50.0,200.0,1,SS316L
150.0,96.77419355,248.0,50.0,500.0,1,SS316L
620.0,9300.0,50.0,24.0,35.0,2,SS17-4PH
600.0,400.0,37.5,30.0,105.0,3,SS316L
180.0,220.0,100.0,50.0,250.0,1,SS316L
310.0,130.0,100.0,50.0,90.0,3,SS316L
200.0,2200.0,80.0,50.0,25.0,2,SS17-4PH
750.0,3000.0,50.0,35.0,40.0,3,SS17-4PH
300.0,2200.0,80.0,50.0,35.0,2,SS17-4PH
450.0,459.1836735,98.0,50.0,78.4,3,SS316L
132.8568,1000.0,74.0,18.0,52.0,3,IN718
200.0,1500.0,35.0,29.0,87.0,0,SS316L
300.0,2000.0,35.0,30.66666667,92.0,0,SS316L
250.0,700.0,100.0,25.0,80.0,3,IN718
352.9557,600.0,74.0,40.0,55.5,3,IN718
180.0,160.0,100.0,50.0,90.0,0,SS316L
350.0,571.4285714,98.0,50.0,88.0,0,SS316L
350.0,952.3809524,98.0,50.0,78.4,0,SS316L
213.8344,700.0,59.0,30.0,45.0,3,SS316L
100.0,900.0,80.0,50.0,20.0,0,SS17-4PH
75.0,300.0,70.0,50.0,80.0,1,SS316L
213.8344,300.0,59.0,60.0,53.0,3,SS316L
245.0,370.0,100.0,50.0,200.0,1,SS316L
277.5,310.0,100.0,50.0,300.0,1,SS316L
342.5,280.0,100.0,50.0,90.0,0,SS316L
187.8529,1400.0,74.0,20.0,40.0,3,IN718
300.0,100.0,78.0,50.0,62.4,3,SS316L
300.0,250.0,74.0,40.0,59.2,3,IN718
220.0,1300.0,100.0,20.0,106.0,2,SS17-4PH
277.5,310.0,100.0,50.0,280.0,1,SS316L
285.0,950.0,100.0,25.0,70.0,3,IN718
170.0,1000.0,100.0,20.0,70.0,0,SS17-4PH
370.0,1000.0,100.0,70.0,500.0,0,IN718
80.0,100.0,50.0,60.0,45.0,3,SS17-4PH
170.0,600.0,100.0,20.0,0.11,0,SS17-4PH
375.0,250.0,95.0,50.0,85.5,3,SS316L
310.0,190.0,100.0,50.0,80.0,0,SS316L
1800.0,2200.0,240.0,50.0,204.5,2,SS17-4PH
75.0,1500.0,70.0,40.0,49.0,1,IN718
200.0,2400.0,80.0,50.0,72.0,2,SS17-4PH
300.0,1344.086022,116.0,40.0,90.0,3,SS316L
350.0,50.0,500.0,100.0,500.0,0,SS316L
212.5,370.0,100.0,50.0,180.0,1,SS316L
375.0,100.0,95.0,50.0,0.0855,3,SS316L
550.0,294.1176471,187.0,50.0,288.0,0,SS316L
130.0,2900.0,0.07,0.02,0.049,1,SS316L
245.0,340.0,100.0,50.0,240.0,1,SS316L
250.0,408.1632653,98.0,50.0,88.0,0,SS316L
212.5,220.0,100.0,50.0,300.0,1,SS316L
150.0,1000.0,80.0,50.0,33.0,0,SS17-4PH
300.0,2600.0,80.0,50.0,28.85,2,SS17-4PH
300.0,900.0,90.0,30.0,63.0,3,SS316L
250.0,100.0,35.0,125.0,375.0,0,SS316L
277.5,400.0,100.0,50.0,230.0,1,SS316L
1000.0,8000.0,50.0,40.0,40.0,2,SS17-4PH
282.508,700.0,74.0,40.0,60.0,3,IN718
300.0,400.0,100.0,40.0,80.0,3,IN718
160.0,1000.0,50.0,36.0,40.0,0,SS17-4PH
407.9518,600.0,74.0,50.0,59.2,3,IN718
125.0,400.0,100.0,70.0,500.0,0,IN718
500.0,10000.0,50.0,20.0,35.0,2,SS17-4PH
250.0,600.0,100.0,70.0,500.0,0,IN718
225.0,2200.0,70.0,40.0,49.0,1,IN718
250.0,100.0,74.0,40.0,0.0592,3,IN718
277.5,190.0,100.0,50.0,80.0,0,SS316L
285.0,960.0,80.0,60.0,55.0,0,IN718
352.9557,800.0,74.0,0.04,0.0518,3,IN718
245.0,250.0,100.0,50.0,300.0,1,SS316L
200.0,1000.0,100.0,30.0,70.0,0,IN718
550.0,784.3137255,187.0,50.0,140.0,0,SS316L
550.0,561.2244898,98.0,50.0,78.4,3,SS316L
350.0,2260.981912,116.0,40.0,90.0,3,SS316L
900.0,1000.0,240.0,50.0,0.21,2,SS17-4PH
342.5,250.0,100.0,50.0,228.3,0,SS316L
300.0,2500.0,35.0,27.33333333,82.0,0,SS316L
220.0,400.0,90.0,40.0,72.0,3,SS316L
300.0,2900.0,70.0,20.0,49.0,3,SS316L
342.5,100.0,100.0,50.0,80.0,3,SS316L
195.0,700.0,100.0,20.0,110.0,0,SS17-4PH
310.0,100.0,100.0,50.0,80.0,3,SS316L
150.0,1000.0,100.0,70.0,500.0,1,IN718
342.5,220.0,100.0,50.0,0.25,0,SS316L
200.0,500.0,74.0,40.0,59.2,3,IN718
310.0,400.0,100.0,50.0,240.0,1,SS316L
125.0,500.0,70.0,50.0,0.08,1,SS316L
1350.0,1500.0,240.0,50.0,216.0,2,SS17-4PH
300.0,150.0,74.0,40.0,59.2,3,IN718
187.8529,600.0,74.0,40.0,52.0,3,IN718
200.0,700.0,70.0,50.0,90.0,1,SS316L
880.0,5800.0,50.0,25.0,35.0,3,SS17-4PH
350.0,1100.0,100.0,0.02,0.08,3,IN718
350.0,112.9032258,248.0,50.0,198.4,0,SS316L
180.0,400.0,700.0,100.0,103.0,1,IN718
300.0,1000.0,35.0,43.33333333,130.0,0,SS316L
180.0,310.0,100.0,50.0,180.0,1,SS316L
400.0,1250.0,100.0,30.0,70.0,3,IN718
2700.0,2200.0,240.0,50.0,168.0,3,SS17-4PH
200.0,2500.0,35.0,23.33333333,70.0,0,SS316L
82.5,100.0,100.0,50.0,250.0,1,SS316L
280.0,950.0,100.0,35.0,80.0,0,IN718
900.0,500.0,240.0,50.0,260.0,0,SS17-4PH
2700.0,1200.0,240.0,50.0,192.0,3,SS17-4PH
230.0,1200.0,100.0,70.0,500.0,2,IN718
450.0,3000.0,50.0,40.0,35.0,0,SS17-4PH
200.0,500.0,74.0,40.0,63.0,3,IN718
350.0,299.4652406,187.0,50.0,168.3,0,SS316L
342.5,160.0,100.0,50.0,80.0,3,SS316L
370.0,400.0,100.0,70.0,500.0,3,IN718
150.0,1200.0,80.0,50.0,25.0,0,SS17-4PH
100.0,800.0,100.0,70.0,500.0,1,IN718
375.0,280.0,100.0,50.0,223.2,0,SS316L
200.0,2000.0,80.0,50.0,25.0,2,SS17-4PH
200.0,1400.0,80.0,50.0,40.0,2,SS17-4PH
200.0,400.0,55.0,75.0,41.7,3,SS316L
300.0,2400.0,60.0,20.0,42.0,3,SS316L
45.0,900.0,0.08,0.04,0.064,1,SS17-4PH
45.0,900.0,0.07,0.02,0.049,1,SS316L
342.5,280.0,100.0,50.0,220.0,0,SS316L
187.8529,800.0,74.0,24.0,59.2,3,IN718
220.0,2900.0,70.0,20.0,49.0,0,SS316L
242.4484,600.0,74.0,40.0,59.2,3,IN718
150.0,153.0612245,98.0,50.0,140.0,0,SS316L
300.0,3000.0,50.0,25.0,40.0,0,SS17-4PH
59.3188,300.0,59.0,20.0,41.3,3,SS316L
242.4484,400.0,74.0,40.0,59.2,3,IN718
300.0,2200.0,80.0,50.0,35.0,2,SS17-4PH
250.0,1200.0,100.0,32.5,80.0,2,IN718
150.0,50.0,500.0,100.0,450.0,1,SS316L
200.0,950.0,100.0,70.0,500.0,0,IN718
242.4484,800.0,74.0,0.03,0.0592,3,IN718
100.0,100.0,35.0,80.0,240.0,0,SS316L
210.0,1000.0,100.0,70.0,500.0,0,IN718
500.0,1800.0,100.0,30.0,80.0,0,SS17-4PH
150.0,408.1632653,98.0,50.0,115.0,1,SS316L
150.0,600.0,80.0,50.0,50.0,0,SS17-4PH
200.0,200.0,100.0,70.0,500.0,3,IN718
100.0,1200.0,80.0,50.0,15.0,0,SS17-4PH
375.0,400.0,95.0,50.0,80.0,3,SS316L
1350.0,1800.0,240.0,50.0,192.0,2,SS17-4PH
200.0,800.0,80.0,50.0,55.0,0,SS17-4PH
375.0,340.0,200.0,50.0,180.0,0,SS316L
45.0,2400.0,0.08,0.04,0.064,1,SS17-4PH
352.9557,400.0,74.0,60.0,66.6,3,IN718
220.0,700.0,100.0,20.0,120.0,0,SS17-4PH
150.0,48.38709677,248.0,50.0,950.0,1,SS316L
150.0,1000.0,35.0,30.66666667,92.0,0,SS316L
400.0,4000.0,50.0,0.025,0.04,0,SS17-4PH
150.0,1500.0,35.0,25.0,75.0,0,SS316L
550.0,591.3978495,248.0,50.0,270.0,1,SS316L
200.0,1000.0,100.0,70.0,500.0,0,IN718
130.0,900.0,0.08,0.02,0.06,0,SS316L
880.0,2100.0,50.0,50.0,100.0,2,SS17-4PH
300.0,2400.0,80.0,50.0,32.0,2,SS17-4PH
220.0,1000.0,100.0,20.0,140.0,2,SS17-4PH
300.0,1000.0,35.0,43.33333333,130.0,0,SS316L
100.0,400.0,100.0,70.0,500.0,0,IN718
132.8568,200.0,74.0,40.0,60.0,3,IN718
350.0,80.0,500.0,100.0,400.0,0,SS316L
300.0,800.0,100.0,40.0,70.0,0,IN718
450.0,20.0,500.0,100.0,400.0,3,SS316L
285.0,960.0,100.0,70.0,500.0,0,IN718
242.4484,1200.0,74.0,25.0,51.8,3,IN718
1350.0,1200.0,240.0,50.0,0.28,2,SS17-4PH
250.0,50.0,500.0,100.0,400.0,0,SS316L
100.0,1000.0,100.0,40.0,80.0,1,IN718
250.0,1400.0,100.0,30.0,70.0,2,IN718
600.0,700.0,37.5,30.0,105.0,3,SS316L
220.0,600.0,100.0,20.0,140.0,0,SS17-4PH
100.0,800.0,37.5,30.0,105.0,0,SS316L
242.4484,200.0,74.0,60.0,66.6,3,IN718
220.0,700.0,100.0,20.0,131.0,0,SS17-4PH
550.0,1900.0,100.0,40.0,80.0,0,SS17-4PH
220.0,1200.0,100.0,20.0,0.12,2,SS17-4PH
150.0,1500.0,90.0,40.0,76.5,1,IN718
100.0,2500.0,35.0,16.0,48.0,0,SS316L
115.0,100.0,100.0,50.0,350.0,1,SS316L
342.5,100.0,100.0,50.0,0.08,3,SS316L
300.0,1937.984496,116.0,40.0,90.0,3,SS316L
195.0,1300.0,100.0,20.0,90.0,2,SS17-4PH
242.4484,1200.0,74.0,20.0,60.0,3,IN718
300.0,1200.0,100.0,70.0,500.0,2,IN718
195.0,600.0,100.0,20.0,120.0,0,SS17-4PH
342.5,130.0,100.0,50.0,80.0,3,SS316L
59.3188,500.0,59.0,0.02,0.0413,3,SS316L
180.0,370.0,100.0,50.0,110.0,2,SS316L
150.0,400.0,70.0,50.0,115.0,1,SS316L
187.8529,400.0,74.0,0.04,0.0592,3,IN718
180.0,1000.0,50.0,25.0,58.0,0,IN718
245.0,130.0,100.0,50.0,80.0,0,SS316L
310.0,250.0,100.0,50.0,200.0,0,SS316L
299.6764,300.0,59.0,60.0,53.1,3,SS316L
120.0,600.0,50.0,60.0,50.0,1,SS17-4PH
180.0,130.0,100.0,50.0,220.0,0,SS316L
80.0,200.0,50.0,50.0,40.0,3,SS17-4PH
375.0,100.0,95.0,50.0,76.0,3,SS316L
500.0,3900.0,50.0,20.0,35.0,3,SS17-4PH
450.0,80.0,500.0,100.0,0.45,0,SS316L
142.0,960.0,80.0,60.0,68.0,1,IN718
147.5,280.0,100.0,50.0,160.0,1,SS316L
300.0,2200.0,80.0,40.0,60.0,1,IN718
375.0,280.0,100.0,50.0,240.0,0,SS316L
200.0,1000.0,35.0,35.0,110.0,0,SS316L
245.0,220.0,100.0,50.0,160.0,0,SS316L
200.0,800.0,80.0,50.0,56.0,0,SS17-4PH
400.0,2500.0,50.0,0.04,0.04,0,SS17-4PH
285.0,960.0,74.0,40.0,46.0,3,IN718
187.8529,800.0,74.0,20.0,62.0,3,IN718
195.0,900.0,100.0,20.0,120.0,2,SS17-4PH
195.0,900.0,100.0,20.0,125.0,2,SS17-4PH
100.0,400.0,100.0,70.0,500.0,0,IN718
750.0,7800.0,50.0,30.0,40.0,2,SS17-4PH
200.0,1000.0,80.0,50.0,44.0,0,SS17-4PH
150.0,800.0,80.0,50.0,40.0,0,SS17-4PH
150.0,200.0,100.0,40.0,80.0,3,IN718
380.0,3800.0,50.0,24.0,35.0,0,SS17-4PH
150.0,80.0,500.0,100.0,400.0,1,SS316L
170.0,585.0,100.0,20.0,75.0,3,IN718
45.0,1400.0,85.0,40.0,68.0,1,SS17-4PH
200.0,100.0,78.0,50.0,54.6,3,SS316L
408.4096,500.0,59.0,40.0,47.2,3,SS316L
245.0,220.0,100.0,50.0,160.0,0,SS316L
150.0,1800.0,80.0,50.0,64.0,1,SS17-4PH
150.0,1800.0,80.0,50.0,0.06,1,SS17-4PH
250.0,1100.0,80.0,60.0,40.0,0,IN718
200.0,250.0,74.0,40.0,59.2,3,IN718
170.0,950.0,100.0,20.0,60.0,3,IN718
200.0,800.0,100.0,70.0,500.0,0,IN718
200.0,600.0,70.0,50.0,120.0,1,SS316L
150.0,80.21390374,187.0,50.0,311.67,0,SS316L
225.0,2200.0,90.0,40.0,81.0,1,IN718
2700.0,2600.0,240.0,50.0,0.13,3,SS17-4PH
350.0,20.0,500.0,100.0,400.0,3,SS316L
500.0,2000.0,100.0,30.0,80.0,0,SS17-4PH
400.0,1800.0,50.0,45.0,42.0,0,SS17-4PH
2700.0,1200.0,240.0,50.0,192.0,3,SS17-4PH
300.0,2400.0,70.0,20.0,49.0,3,SS17-4PH
200.0,600.0,100.0,70.0,500.0,0,IN718
250.0,500.0,35.0,56.66666667,170.0,0,SS316L
100.0,1500.0,35.0,20.0,60.0,0,SS316L
45.0,3400.0,0.07,0.02,0.049,1,SS316L
200.0,950.0,100.0,70.0,500.0,0,IN718
250.0,1500.0,74.0,40.0,40.0,0,IN718
350.0,1568.100358,116.0,40.0,90.0,3,SS316L
300.0,1600.0,80.0,50.0,50.0,2,SS17-4PH
2700.0,2000.0,240.0,50.0,180.0,3,SS17-4PH
450.0,1900.0,50.0,60.0,35.0,0,SS17-4PH
200.0,600.0,100.0,40.0,80.0,0,IN718
250.0,80.0,500.0,100.0,450.0,1,SS316L
100.0,700.0,80.0,50.0,28.0,0,SS17-4PH
150.0,1000.0,35.0,30.66666667,92.0,0,SS316L
277.5,340.0,100.0,50.0,250.0,1,SS316L
212.5,310.0,100.0,50.0,210.0,1,SS316L
147.5,250.0,100.0,50.0,181.54,1,SS316L
250.0,660.0,80.0,60.0,39.0,3,IN718
220.0,1400.0,0.07,0.02,0.05,3,SS17-4PH
147.5,100.0,100.0,50.0,230.0,0,SS316L
150.0,1400.0,80.0,50.0,64.0,1,SS17-4PH
500.0,1400.0,50.0,40.0,40.0,3,SS17-4PH
342.5,370.0,100.0,50.0,285.0,1,SS316L
147.5,130.0,100.0,50.0,0.09,0,SS316L
375.0,250.0,100.0,50.0,80.0,0,SS316L
500.0,1900.0,50.0,36.5,40.0,3,SS17-4PH
370.0,400.0,100.0,50.0,85.0,3,IN718
45.0,2900.0,90.0,40.0,72.0,1,SS316L
900.0,800.0,240.0,50.0,264.7,2,SS17-4PH
147.5,280.0,100.0,50.0,160.0,1,SS316L
277.5,100.0,100.0,50.0,80.0,3,SS316L
375.0,310.0,95.0,50.0,80.0,3,SS316L
75.0,300.0,70.0,50.0,75.0,1,SS316L
75.0,800.0,0.1,40.0,0.09,1,IN718
170.0,950.0,100.0,20.0,50.0,3,IN718
100.0,400.0,100.0,70.0,500.0,0,IN718
2700.0,1600.0,240.0,50.0,200.0,3,SS17-4PH
75.0,2200.0,90.0,40.0,63.0,1,IN718
212.5,130.0,100.0,50.0,90.0,0,SS316L
100.0,2500.0,35.0,16.0,48.0,0,SS316L
220.0,3400.0,0.08,0.04,0.064,1,SS17-4PH
170.0,900.0,100.0,20.0,86.0,0,SS17-4PH
220.0,400.0,80.0,40.0,64.0,3,SS17-4PH
187.8529,1200.0,74.0,20.0,51.8,3,IN718
212.5,130.0,100.0,50.0,272.4,0,SS316L
310.0,280.0,100.0,50.0,0.16,0,SS316L
170.0,800.0,100.0,20.0,85.0,0,SS17-4PH
200.0,500.0,35.0,50.0,150.0,0,SS316L
115.0,220.0,100.0,50.0,160.0,1,SS316L
350.0,1230.661041,116.0,40.0,90.0,3,SS316L
100.0,500.0,80.0,50.0,40.0,0,SS17-4PH
500.0,4200.0,100.0,20.0,70.0,0,SS17-4PH
400.0,900.0,100.0,0.03,0.08,3,IN718
285.0,950.0,100.0,0.026,0.07,3,IN718
100.0,400.0,80.0,50.0,56.0,0,SS17-4PH
130.0,900.0,0.07,0.02,0.049,3,SS17-4PH
220.0,1900.0,70.0,15.0,49.0,3,SS316L
300.0,1400.0,80.0,50.0,56.0,2,SS17-4PH
150.0,500.0,70.0,50.0,90.0,1,SS316L
150.0,2200.0,90.0,40.0,72.0,1,IN718
200.0,700.0,70.0,50.0,95.0,1,SS316L
277.5,160.0,100.0,50.0,300.0,0,SS316L
200.0,1600.0,90.0,30.0,90.0,1,SS316L
1000.0,6500.0,50.0,30.0,35.0,3,SS17-4PH
240.0,800.0,100.0,70.0,500.0,0,IN718
170.0,1300.0,100.0,20.0,80.0,2,SS17-4PH
220.0,1100.0,100.0,20.0,120.0,2,SS17-4PH
342.5,220.0,100.0,50.0,260.0,0,SS316L
1350.0,2000.0,240.0,50.0,168.0,2,SS17-4PH
300.0,100.0,74.0,40.0,59.2,3,IN718
375.0,220.0,95.0,50.0,80.0,3,SS316L
350.0,50.0,500.0,100.0,500.0,0,SS316L
75.0,100.0,70.0,50.0,250.0,1,SS316L
75.0,200.0,70.0,50.0,0.115,1,SS316L
100.0,2000.0,35.0,17.0,51.0,0,SS316L
150.0,1000.0,80.0,50.0,56.0,0,SS17-4PH
140.0,950.0,100.0,70.0,500.0,1,IN718
350.0,225.8064516,248.0,50.0,550.0,1,SS316L
200.0,1000.0,90.0,30.0,90.0,3,SS316L
150.0,700.0,70.0,50.0,63.0,1,SS316L
900.0,700.0,240.0,50.0,300.0,2,SS17-4PH
375.0,100.0,100.0,50.0,70.0,3,SS316L
250.0,1000.0,100.0,70.0,500.0,0,IN718
300.0,1900.0,70.0,20.0,49.0,3,SS17-4PH
310.0,310.0,100.0,50.0,166.7,0,SS316L
82.5,130.0,100.0,50.0,200.0,1,SS316L
132.8568,600.0,74.0,20.0,52.0,3,IN718
200.0,500.0,70.0,50.0,130.0,1,SS316L
125.0,500.0,70.0,50.0,83.3,1,SS316L
170.0,1300.0,100.0,20.0,80.0,2,SS17-4PH
250.0,200.0,100.0,60.0,90.0,3,IN718
375.0,340.0,95.0,50.0,76.0,3,SS316L
150.0,1600.0,80.0,50.0,64.0,1,SS17-4PH
297.9023,1200.0,74.0,25.0,59.2,3,IN718
300.0,1344.086022,116.0,40.0,90.0,3,SS316L
250.0,2500.0,35.0,25.0,75.0,0,SS316L
450.0,4300.0,50.0,30.0,35.0,0,SS17-4PH
450.0,290.3225806,248.0,50.0,450.0,1,SS316L
