Power,Velocity,beam D,layer thickness,Hatch spacing,defect_label,material
195.0,1000.0,30.0,30.0,100.0,0,Ti-6Al-4V
250.0,1000.0,35.0,40.0,120.0,0,SS316L
187.8529,1000.0,74.0,20.0,51.8,3,IN718
150.0,600.0,70.0,50.0,0.076923,1,SS316L
125.0,146.0,50.0,60.0,40.0,3,Ti-6Al-4V
200.0,2500.0,35.0,23.33333333,70.0,0,SS316L
350.0,112.9032258,248.0,50.0,198.4,0,SS316L
212.5,130.0,100.0,50.0,272.4,0,SS316L
200.0,1000.0,95.0,0.02,0.0665,3,Ti-6Al-4V
200.0,1000.0,35.0,35.0,110.0,0,SS316L
400.0,800.0,50.0,50.0,0.125,2,SS316L
220.0,400.0,90.0,40.0,72.0,3,SS316L
285.0,960.0,74.0,40.0,51.8,3,IN718
280.0,800.0,100.0,30.0,140.0,0,Ti-6Al-4V
600.0,400.0,37.5,30.0,105.0,3,SS316L
300.0,900.0,90.0,30.0,63.0,3,SS316L
300.0,1500.0,35.0,36.0,108.0,0,SS316L
200.0,600.0,95.0,30.0,70.0,3,Ti-6Al-4V
212.5,310.0,100.0,50.0,210.0,1,SS316L
196.666,1100.0,74.0,0.022,0.0518,3,Ti-6Al-4V
196.666,1000.0,74.0,20.0,52.0,3,Ti-6Al-4V
300.0,1200.0,95.0,20.0,76.0,3,Ti-6Al-4V
120.0,400.0,39.0,60.0,0.036,0,Ti-6Al-4V
200.0,1000.0,74.0,40.0,51.8,0,IN718
212.5,340.0,100.0,50.0,190.0,1,SS316L
250.0,400.0,100.0,70.0,500.0,3,IN718
175.0,455.0,50.0,60.0,40.0,3,Ti-6Al-4V
180.0,370.0,100.0,50.0,110.0,2,SS316L
180.0,100.0,100.0,50.0,300.0,0,SS316L
375.0,130.0,95.0,50.0,76.0,3,SS316L
180.0,1000.0,50.0,25.0,58.0,0,IN718
350.0,80.0,500.0,100.0,400.0,0,SS316L
212.5,100.0,100.0,50.0,80.0,3,SS316L
350.0,357.1428571,98.0,50.0,68.6,3,SS316L
120.0,400.0,95.0,40.0,75.0,0,Ti-6Al-4V
277.5,370.0,100.0,50.0,230.0,1,SS316L
250.0,50.0,500.0,100.0,400.0,0,SS316L
230.0,1300.0,100.0,0.02,0.05,3,IN718
50.0,51.02040816,98.0,50.0,301.6,1,SS316L
196.666,1100.0,74.0,20.0,52.0,3,Ti-6Al-4V
375.0,280.0,280.0,50.0,225.0,0,SS316L
80.0,200.0,39.0,30.0,121.2,0,Ti-6Al-4V
40.0,1000.0,39.0,30.0,31.2,1,Ti-6Al-4V
540.034,1100.0,74.0,40.0,60.0,3,Ti-6Al-4V
180.0,130.0,100.0,50.0,220.0,0,SS316L
375.0,400.0,213.07,50.0,170.45,0,SS316L
150.0,1000.0,35.0,30.66666667,92.0,0,SS316L
200.0,850.0,90.0,30.0,90.0,3,SS316L
80.0,1200.0,39.0,30.0,35.1,1,Ti-6Al-4V
100.0,800.0,100.0,40.0,80.0,1,IN718
200.0,800.0,50.0,50.0,62.5,2,SS316L
350.0,376.344086,248.0,50.0,310.0,1,SS316L
300.0,400.0,37.5,30.0,105.0,0,SS316L
280.0,600.0,95.0,40.0,76.0,3,Ti-6Al-4V
50.0,32.25806452,248.0,50.0,0.5,1,SS316L
450.0,600.0,95.0,50.0,76.0,3,Ti-6Al-4V
342.5,130.0,100.0,50.0,80.0,3,SS316L
350.0,280.0,95.0,50.0,76.0,0,SS316L
300.0,1000.0,50.0,60.0,35.0,3,Ti-6Al-4V
300.0,1400.0,80.0,20.0,56.0,3,SS316L
65.0,0.6,45.0,25.0,100.0,0,SS316L
375.0,250.0,100.0,50.0,250.0,0,SS316L
170.0,400.0,100.0,70.0,500.0,3,IN718
352.9557,400.0,74.0,60.0,66.6,3,IN718
125.0,800.0,50.0,60.0,16.0,3,Ti-6Al-4V
520.0,1200.0,95.0,0.04,0.06745,3,Ti-6Al-4V
407.9518,1400.0,74.0,30.0,59.2,3,IN718
187.8529,550.0,74.0,35.0,55.0,3,IN718
67.5,305.0,50.0,30.0,87.5,1,Ti-6Al-4V
285.0,600.0,80.0,60.0,56.0,3,IN718
368.35,1000.0,74.0,40.0,51.8,3,Ti-6Al-4V
80.0,1200.0,39.0,30.0,35.1,1,Ti-6Al-4V
150.0,750.0,30.0,30.0,101.010101,0,Ti-6Al-4V
210.0,1000.0,100.0,70.0,500.0,0,IN718
187.8529,200.0,74.0,60.0,66.0,3,IN718
139.438,800.0,74.0,20.0,52.0,3,Ti-6Al-4V
115.0,100.0,100.0,50.0,350.0,1,SS316L
50.0,800.0,50.0,60.0,6.5104,3,Ti-6Al-4V
200.0,100.0,74.0,40.0,59.2,3,IN718
300.0,100.0,74.0,40.0,59.2,3,IN718
375.0,220.0,320.0,50.0,256.0,0,SS316L
75.0,1500.0,70.0,40.0,49.0,1,IN718
250.0,2000.0,35.0,27.66666667,83.0,0,SS316L
67.5,210.0,50.0,30.0,75.0,3,Ti-6Al-4V
40.0,800.0,39.0,30.0,33.33,1,Ti-6Al-4V
342.5,190.0,100.0,50.0,90.0,0,SS316L
450.0,20.0,500.0,100.0,400.0,3,SS316L
132.8568,200.0,74.0,40.0,60.0,3,IN718
250.0,400.0,100.0,40.0,70.0,3,IN718
130.0,900.0,0.08,0.02,0.06,0,SS316L
450.0,50.0,500.0,100.0,350.0,3,SS316L
120.0,800.0,39.0,30.0,35.9,0,Ti-6Al-4V
80.0,1400.0,39.0,30.0,35.1,1,Ti-6Al-4V
175.0,1450.0,20.0,35.0,30.0,0,Ti-6Al-4V
253.894,800.0,74.0,30.0,51.8,3,Ti-6Al-4V
300.0,250.0,74.0,40.0,66.6,3,IN718
310.0,310.0,100.0,50.0,0.16,0,SS316L
125.0,455.0,50.0,60.0,0.0305,3,Ti-6Al-4V
45.0,2900.0,90.0,40.0,72.0,1,SS316L
187.8529,1400.0,74.0,20.0,40.0,3,IN718
196.666,900.0,74.0,24.0,55.0,3,Ti-6Al-4V
132.8568,200.0,74.0,0.05,0.0592,3,IN718
300.0,800.0,50.0,60.0,0.04,3,Ti-6Al-4V
125.0,146.0,50.0,60.0,40.0,3,Ti-6Al-4V
200.0,500.0,70.0,50.0,130.0,1,SS316L
300.0,1000.0,95.0,20.0,70.0,3,Ti-6Al-4V
245.0,280.0,100.0,50.0,275.0,1,SS316L
425.578,1200.0,74.0,40.0,52.0,3,Ti-6Al-4V
40.0,1400.0,39.0,30.0,31.2,1,Ti-6Al-4V
187.8529,1200.0,74.0,20.0,51.8,3,IN718
250.0,100.0,35.0,125.0,375.0,0,SS316L
220.0,900.0,0.1,0.02,0.08,3,SS316L
375.0,310.0,100.0,50.0,90.0,0,SS316L
200.0,2500.0,20.0,20.0,50.0,2,Ti-6Al-4V
540.034,1200.0,74.0,40.0,60.0,3,Ti-6Al-4V
212.5,400.0,100.0,50.0,160.0,1,SS316L
75.0,800.0,50.0,60.0,10.0,3,Ti-6Al-4V
125.0,400.0,140.0,0.02,0.1,3,Ti-6Al-4V
342.5,310.0,100.0,50.0,90.0,0,SS316L
99.3784,300.0,59.0,0.04,0.05,3,SS316L
280.0,700.0,140.0,0.02,0.1,3,Ti-6Al-4V
139.438,400.0,74.0,0.03,0.0592,3,Ti-6Al-4V
245.0,400.0,100.0,50.0,200.0,1,SS316L
250.0,250.0,74.0,40.0,60.0,3,IN718
150.0,400.0,70.0,50.0,115.0,1,SS316L
200.0,400.0,95.0,40.0,76.0,3,Ti-6Al-4V
250.0,1200.0,100.0,32.5,80.0,2,IN718
325.0,100.0,100.0,50.0,90.0,0,SS316L
375.0,100.0,95.0,50.0,0.0855,3,SS316L
200.0,1500.0,20.0,20.0,0.06,0,Ti-6Al-4V
150.0,500.0,30.0,30.0,100.0,0,Ti-6Al-4V
550.0,591.3978495,248.0,50.0,270.0,1,SS316L
550.0,1496.598639,98.0,50.0,75.0,0,SS316L
200.0,700.0,95.0,30.0,66.5,3,Ti-6Al-4V
150.0,400.0,95.0,30.0,70.0,3,Ti-6Al-4V
310.0,400.0,100.0,50.0,230.0,1,SS316L
175.0,600.0,95.0,21.0,80.0,3,Ti-6Al-4V
253.894,900.0,74.0,28.0,59.0,3,Ti-6Al-4V
540.034,1100.0,74.0,55.3,59.2,3,Ti-6Al-4V
300.0,1054.852321,116.0,40.0,90.0,3,SS316L
300.0,2500.0,100.0,40.0,90.0,1,IN718
250.0,2000.0,35.0,27.66666667,83.0,0,SS316L
59.3188,500.0,59.0,0.02,0.0413,3,SS316L
250.0,100.8064516,248.0,50.0,720.0,1,SS316L
282.508,550.0,74.0,50.0,62.9,3,IN718
400.0,900.0,95.0,40.0,70.0,3,Ti-6Al-4V
150.0,100.0,35.0,97.33333333,292.0,0,SS316L
425.578,1100.0,74.0,0.04,0.0555,3,Ti-6Al-4V
200.0,1200.0,95.0,20.0,52.0,3,Ti-6Al-4V
550.0,448.9795918,98.0,50.0,78.4,3,SS316L
200.0,900.0,95.0,0.02,0.0665,3,Ti-6Al-4V
200.0,800.0,50.0,60.0,25.0,3,Ti-6Al-4V
375.0,310.0,95.0,50.0,80.0,3,SS316L
482.806,900.0,74.0,50.0,60.0,3,Ti-6Al-4V
482.806,1200.0,74.0,40.0,56.0,3,Ti-6Al-4V
250.0,255.1020408,98.0,50.0,160.0,0,SS316L
100.0,400.0,70.0,50.0,0.08,1,SS316L
99.3784,500.0,59.0,30.0,45.0,3,SS316L
375.0,190.0,0.1,50.0,0.09,0,SS316L
200.0,300.0,55.0,75.0,44.0,3,SS316L
300.0,2200.0,80.0,40.0,60.0,1,IN718
40.0,200.0,39.0,30.0,50.0,0,Ti-6Al-4V
277.5,280.0,100.0,50.0,305.0,1,SS316L
250.0,100.0,78.0,50.0,54.6,3,SS316L
550.0,177.4193548,248.0,50.0,550.0,0,SS316L
242.4484,400.0,74.0,55.0,61.0,3,IN718
40.0,600.0,39.0,30.0,35.1,1,Ti-6Al-4V
150.0,800.0,70.0,40.0,49.0,0,IN718
350.0,310.0,95.0,50.0,85.5,0,SS316L
407.9518,800.0,74.0,50.0,51.8,3,IN718
100.0,1000.0,100.0,70.0,500.0,1,IN718
196.666,900.0,74.0,25.0,52.0,3,Ti-6Al-4V
250.0,800.0,50.0,60.0,0.035,3,Ti-6Al-4V
320.0,1000.0,140.0,0.026,0.112,0,Ti-6Al-4V
375.0,400.0,100.0,50.0,300.0,1,SS316L
150.0,200.0,100.0,40.0,80.0,3,IN718
200.0,1000.0,95.0,20.0,67.0,3,Ti-6Al-4V
150.0,50.0,500.0,100.0,450.0,1,SS316L
250.0,80.64516129,248.0,50.0,500.0,0,SS316L
375.0,220.0,95.0,50.0,80.0,3,SS316L
310.0,100.0,100.0,50.0,80.0,3,SS316L
250.0,1000.0,74.0,40.0,0.037,3,IN718
277.5,400.0,100.0,50.0,210.0,1,SS316L
70.0,0.6,45.0,25.0,100.0,3,SS316L
147.5,100.0,100.0,50.0,230.0,0,SS316L
150.0,455.0,50.0,60.0,35.0,3,Ti-6Al-4V
375.0,400.0,100.0,50.0,300.0,1,SS316L
375.0,130.0,100.0,50.0,80.0,3,SS316L
277.5,340.0,100.0,50.0,250.0,1,SS316L
300.0,700.0,95.0,0.033,0.076,3,Ti-6Al-4V
350.0,280.0,250.0,50.0,200.0,0,SS316L
225.0,800.0,0.08,40.0,0.064,0,IN718
100.0,200.0,55.0,75.0,41.25,3,SS316L
520.0,1100.0,95.0,40.0,76.0,3,Ti-6Al-4V
375.0,250.0,100.0,50.0,80.0,0,SS316L
400.0,600.0,95.0,55.0,76.0,3,Ti-6Al-4V
310.0,340.0,100.0,50.0,280.0,1,SS316L
250.0,600.0,95.0,30.0,70.0,3,Ti-6Al-4V
132.8568,1000.0,74.0,0.02,0.04292,3,IN718
150.0,700.0,70.0,40.0,56.0,0,IN718
80.0,400.0,39.0,60.0,31.2,0,Ti-6Al-4V
175.0,1000.0,50.0,60.0,0.02,3,Ti-6Al-4V
375.0,250.0,95.0,50.0,85.5,3,SS316L
280.0,1200.0,100.0,30.0,40.0,0,Ti-6Al-4V
160.0,1600.0,39.0,30.0,38.0,2,Ti-6Al-4V
250.0,600.0,100.0,70.0,500.0,0,IN718
175.0,455.0,50.0,60.0,40.0,3,Ti-6Al-4V
370.0,1000.0,100.0,40.0,80.0,0,IN718
260.0,700.0,140.0,20.0,98.0,3,Ti-6Al-4V
285.0,960.0,80.0,60.0,55.0,0,IN718
375.0,100.0,100.0,50.0,70.0,3,SS316L
75.0,300.0,70.0,50.0,80.0,1,SS316L
350.0,900.0,95.0,0.03,0.076,3,Ti-6Al-4V
280.0,1000.0,140.0,0.03,0.098,0,Ti-6Al-4V
600.0,600.0,37.5,30.0,105.0,3,SS316L
482.806,800.0,74.0,40.0,59.2,3,Ti-6Al-4V
220.0,1400.0,70.0,20.0,49.0,3,SS316L
213.8344,500.0,59.0,50.0,47.2,3,SS316L
342.5,160.0,100.0,50.0,80.0,3,SS316L
242.4484,1000.0,74.0,20.0,52.0,3,IN718
250.0,1100.0,100.0,20.0,70.0,3,IN718
230.0,1300.0,100.0,0.02,0.06,3,IN718
160.0,600.0,39.0,30.0,0.080808,0,Ti-6Al-4V
196.666,1000.0,74.0,0.02,0.058,3,Ti-6Al-4V
300.0,1200.0,95.0,25.0,66.5,3,Ti-6Al-4V
50.0,136.0544218,98.0,50.0,110.0,1,SS316L
212.5,370.0,100.0,50.0,190.0,1,SS316L
250.0,500.0,74.0,40.0,59.2,3,IN718
100.0,1200.0,30.0,30.0,102.8806584,1,Ti-6Al-4V
200.0,400.0,100.0,70.0,500.0,3,IN718
408.4096,700.0,59.0,0.04,0.0472,3,SS316L
277.5,160.0,100.0,50.0,80.0,0,SS316L
277.5,370.0,100.0,50.0,231.0,1,SS316L
150.0,400.0,70.0,50.0,120.0,1,SS316L
245.0,100.0,100.0,50.0,90.0,3,SS316L
242.4484,1200.0,74.0,20.0,60.0,3,IN718
100.0,400.0,70.0,50.0,80.0,1,SS316L
407.9518,600.0,74.0,50.0,59.2,3,IN718
100.0,400.0,95.0,60.0,82.0,1,Ti-6Al-4V
277.5,130.0,100.0,50.0,80.0,3,SS316L
310.0,370.0,100.0,50.0,270.0,1,SS316L
253.894,1200.0,74.0,20.0,55.0,3,Ti-6Al-4V
180.0,600.0,700.0,100.0,103.0,1,IN718
310.0,190.0,100.0,50.0,80.0,0,SS316L
342.5,400.0,100.0,50.0,300.0,1,SS316L
375.0,340.0,200.0,50.0,180.0,0,SS316L
200.0,400.0,55.0,75.0,41.7,3,SS316L
368.35,600.0,74.0,60.0,60.0,3,Ti-6Al-4V
450.0,483.8709677,248.0,50.0,300.0,1,SS316L
150.0,1200.0,30.0,30.0,101.6260163,1,Ti-6Al-4V
600.0,400.0,37.5,30.0,105.0,3,SS316L
80.0,800.0,39.0,30.0,31.2,0,Ti-6Al-4V
277.5,400.0,100.0,50.0,230.0,1,SS316L
277.5,190.0,100.0,50.0,80.0,0,SS316L
147.5,280.0,100.0,50.0,160.0,1,SS316L
350.0,80.0,500.0,100.0,400.0,0,SS316L
600.0,700.0,37.5,30.0,105.0,3,SS316L
212.5,160.0,100.0,50.0,0.22,0,SS316L
200.0,1000.0,90.0,30.0,90.0,3,SS316L
425.578,900.0,74.0,40.0,59.2,3,Ti-6Al-4V
520.0,1000.0,95.0,38.0,76.0,3,Ti-6Al-4V
253.894,700.0,74.0,40.0,52.0,3,Ti-6Al-4V
600.0,500.0,37.5,30.0,105.0,3,SS316L
50.0,500.0,30.0,30.0,101.010101,1,Ti-6Al-4V
150.0,600.0,100.0,30.0,70.0,0,IN718
350.0,299.4652406,187.0,50.0,168.3,0,SS316L
250.0,2500.0,35.0,25.0,75.0,0,SS316L
150.0,48.38709677,248.0,50.0,950.0,1,SS316L
139.438,1200.0,74.0,0.02,0.037,3,Ti-6Al-4V
285.0,960.0,100.0,70.0,500.0,0,IN718
150.0,800.0,50.0,60.0,18.0,3,Ti-6Al-4V
100.0,1200.0,100.0,30.0,50.0,1,Ti-6Al-4V
300.0,150.0,74.0,40.0,59.2,3,IN718
250.0,200.0,100.0,70.0,500.0,3,IN718
100.0,700.0,95.0,0.03,0.079,1,Ti-6Al-4V
150.0,600.0,70.0,50.0,75.0,1,SS316L
350.0,2260.981912,116.0,40.0,90.0,3,SS316L
250.0,1500.0,74.0,40.0,40.0,0,IN718
180.0,800.0,50.0,25.0,40.0,3,IN718
100.0,950.0,100.0,70.0,500.0,1,IN718
100.0,1200.0,30.0,30.0,102.8806584,1,Ti-6Al-4V
225.0,1500.0,0.07,40.0,0.049,2,IN718
168.052,600.0,74.0,30.0,56.0,3,Ti-6Al-4V
300.0,600.0,100.0,30.0,40.0,2,Ti-6Al-4V
350.0,700.0,95.0,0.04,0.075,3,Ti-6Al-4V
180.0,800.0,50.0,25.0,40.0,3,IN718
277.5,220.0,100.0,50.0,90.0,0,SS316L
212.5,190.0,100.0,50.0,90.0,0,SS316L
300.0,1344.086022,116.0,40.0,90.0,3,SS316L
425.578,900.0,74.0,0.04,0.0629,3,Ti-6Al-4V
200.0,950.0,100.0,70.0,500.0,0,IN718
408.4096,500.0,59.0,60.0,53.1,3,SS316L
100.0,2500.0,35.0,16.0,48.0,0,SS316L
150.0,1200.0,95.0,20.0,66.5,0,Ti-6Al-4V
299.6764,700.0,59.0,50.0,50.15,3,SS316L
450.0,1224.489796,98.0,50.0,73.52941176,0,SS316L
250.0,20.0,500.0,100.0,400.0,3,SS316L
342.5,370.0,100.0,50.0,300.0,1,SS316L
100.0,2000.0,20.0,20.0,45.0,1,Ti-6Al-4V
147.5,160.0,100.0,50.0,283.65,1,SS316L
245.0,250.0,100.0,50.0,300.0,1,SS316L
280.0,1000.0,100.0,30.0,140.0,0,Ti-6Al-4V
311.122,900.0,74.0,35.0,60.0,3,Ti-6Al-4V
250.0,268.8172043,248.0,50.0,300.0,1,SS316L
407.9518,1400.0,74.0,0.03,0.0555,3,IN718
425.578,600.0,74.0,60.0,66.6,3,Ti-6Al-4V
311.122,1100.0,74.0,0.03,0.0555,3,Ti-6Al-4V
147.5,100.0,100.0,50.0,215.0,0,SS316L
300.0,1000.0,100.0,70.0,500.0,2,IN718
190.0,400.0,140.0,28.0,98.0,3,Ti-6Al-4V
300.0,2200.0,0.09,40.0,0.072,1,IN718
311.122,1000.0,74.0,0.03,0.059,3,Ti-6Al-4V
180.0,250.0,100.0,50.0,0.22,1,SS316L
550.0,294.1176471,187.0,50.0,288.0,0,SS316L
250.0,800.0,100.0,70.0,500.0,0,IN718
100.0,1000.0,50.0,60.0,0.0098,3,Ti-6Al-4V
180.0,200.0,50.0,25.0,40.0,3,IN718
150.0,500.0,35.0,43.33333333,130.0,0,SS316L
242.4484,400.0,74.0,40.0,59.2,3,IN718
200.0,800.0,100.0,70.0,500.0,0,IN718
160.0,1200.0,39.0,30.0,35.0,0,Ti-6Al-4V
450.0,50.0,500.0,100.0,400.0,3,SS316L
82.5,100.0,100.0,50.0,250.0,1,SS316L
300.0,1100.0,95.0,22.0,75.0,3,Ti-6Al-4V
520.0,900.0,95.0,0.04,0.0665,3,Ti-6Al-4V
187.8529,400.0,74.0,0.04,0.0592,3,IN718
200.0,2500.0,35.0,23.33333333,70.0,0,SS316L
150.0,128.342246,187.0,50.0,380.0,1,SS316L
300.0,1200.0,100.0,40.0,80.0,2,IN718
450.0,181.4516129,248.0,50.0,223.2,0,SS316L
100.0,455.0,50.0,60.0,26.0,3,Ti-6Al-4V
125.0,500.0,70.0,50.0,83.3,1,SS316L
100.0,2000.0,20.0,20.0,38.46,1,Ti-6Al-4V
75.0,455.0,50.0,60.0,0.018,3,Ti-6Al-4V
250.0,500.0,35.0,56.66666667,170.0,0,SS316L
242.4484,200.0,74.0,60.0,66.6,3,IN718
70.0,0.6,45.0,25.0,100.0,3,SS316L
310.0,340.0,100.0,50.0,280.0,1,SS316L
150.0,800.0,100.0,70.0,500.0,0,IN718
253.894,800.0,74.0,30.0,55.0,3,Ti-6Al-4V
300.0,2200.0,80.0,40.0,64.0,1,IN718
250.0,1100.0,80.0,60.0,40.0,0,IN718
132.8568,600.0,74.0,20.0,60.0,3,IN718
140.0,950.0,100.0,70.0,500.0,1,IN718
250.0,900.0,95.0,22.0,75.0,3,Ti-6Al-4V
160.0,1000.0,39.0,60.0,0.045,1,Ti-6Al-4V
350.0,1230.661041,116.0,40.0,90.0,3,SS316L
540.034,800.0,74.0,50.0,51.8,3,Ti-6Al-4V
200.0,2000.0,35.0,25.0,75.0,0,SS316L
200.0,1000.0,90.0,30.0,90.0,3,SS316L
100.0,800.0,37.5,30.0,105.0,0,SS316L
370.0,1200.0,100.0,50.0,80.0,2,IN718
310.0,280.0,100.0,50.0,90.0,0,SS316L
450.0,290.3225806,248.0,50.0,450.0,1,SS316L
50.0,1000.0,30.0,30.0,104.1666667,1,Ti-6Al-4V
370.0,1000.0,100.0,70.0,500.0,0,IN718
250.0,50.0,500.0,100.0,400.0,0,SS316L
65.0,0.6,45.0,25.0,100.0,0,SS316L
150.0,1200.0,100.0,40.0,90.0,1,IN718
250.0,500.0,35.0,56.66666667,170.0,0,SS316L
600.0,500.0,37.5,30.0,105.0,3,SS316L
100.0,1000.0,35.0,25.0,75.0,0,SS316L
250.0,1500.0,35.0,33.33333333,100.0,0,SS316L
375.0,130.0,100.0,50.0,70.0,3,SS316L
180.0,200.0,50.0,25.0,40.0,3,IN718
150.0,1200.0,95.0,0.02,0.0665,0,Ti-6Al-4V
160.0,400.0,39.0,60.0,55.6,0,Ti-6Al-4V
140.0,950.0,100.0,20.0,50.0,3,IN718
195.0,750.0,30.0,30.0,100.7751938,3,Ti-6Al-4V
150.0,210.0,50.0,30.0,75.0,3,Ti-6Al-4V
352.9557,1000.0,74.0,40.0,52.0,3,IN718
100.0,2000.0,35.0,17.0,51.0,0,SS316L
200.0,1200.0,100.0,26.0,80.0,2,IN718
50.0,16.12903226,248.0,50.0,954.0,1,SS316L
280.0,1200.0,100.0,30.0,140.0,0,Ti-6Al-4V
520.0,700.0,95.0,55.0,85.5,3,Ti-6Al-4V
245.0,340.0,100.0,50.0,220.0,1,SS316L
40.0,800.0,39.0,30.0,30.0,1,Ti-6Al-4V
300.0,800.0,100.0,70.0,500.0,2,IN718
213.8344,500.0,59.0,40.0,47.2,3,SS316L
245.0,370.0,100.0,50.0,200.0,1,SS316L
350.0,340.0,210.0,50.0,180.0,0,SS316L
370.0,1000.0,140.0,20.0,98.0,3,Ti-6Al-4V
40.0,1000.0,39.0,30.0,31.2,1,Ti-6Al-4V
350.0,187.1657754,187.0,50.0,312.0,0,SS316L
482.806,1000.0,74.0,45.3,59.2,3,Ti-6Al-4V
375.0,340.0,95.0,50.0,85.5,3,SS316L
352.9557,600.0,74.0,50.0,62.0,3,IN718
225.0,2200.0,70.0,40.0,49.0,1,IN718
147.5,220.0,100.0,50.0,206.0,1,SS316L
200.0,950.0,100.0,70.0,500.0,0,IN718
450.0,641.7112299,187.0,50.0,216.0,1,SS316L
350.0,1200.0,95.0,0.025,0.07,3,Ti-6Al-4V
250.0,660.0,80.0,60.0,40.0,3,IN718
311.122,700.0,74.0,0.05,0.0518,3,Ti-6Al-4V
100.0,400.0,100.0,70.0,500.0,0,IN718
100.0,300.0,55.0,75.0,40.0,0,SS316L
147.5,190.0,100.0,50.0,240.0,1,SS316L
80.0,800.0,39.0,30.0,30.0,0,Ti-6Al-4V
352.9557,1000.0,74.0,35.0,59.2,3,IN718
375.0,100.0,95.0,50.0,76.0,3,SS316L
250.0,600.0,100.0,70.0,500.0,0,IN718
195.0,1200.0,30.0,30.0,100.308642,0,Ti-6Al-4V
150.0,1000.0,50.0,60.0,15.0,3,Ti-6Al-4V
250.0,1200.0,100.0,70.0,500.0,2,IN718
325.0,1200.0,100.0,30.0,140.0,0,Ti-6Al-4V
150.0,800.0,70.0,50.0,58.0,1,SS316L
132.8568,1000.0,74.0,18.0,52.0,3,IN718
100.0,2000.0,35.0,17.0,51.0,0,SS316L
311.122,1200.0,74.0,25.0,55.5,3,Ti-6Al-4V
196.666,600.0,74.0,30.0,59.2,3,Ti-6Al-4V
82.5,130.0,100.0,50.0,200.0,1,SS316L
45.0,400.0,0.09,0.03,0.072,1,SS316L
482.806,1000.0,74.0,40.0,60.0,3,Ti-6Al-4V
540.034,1200.0,74.0,0.04,0.0555,3,Ti-6Al-4V
250.0,1000.0,74.0,40.0,40.0,3,IN718
45.0,1400.0,90.0,40.0,72.0,1,SS316L
352.9557,400.0,74.0,60.0,66.6,3,IN718
150.0,1200.0,95.0,20.0,67.0,0,Ti-6Al-4V
250.0,900.0,95.0,25.0,66.5,3,Ti-6Al-4V
187.8529,400.0,74.0,40.0,62.9,3,IN718
100.0,800.0,50.0,60.0,13.0,3,Ti-6Al-4V
297.9023,1400.0,74.0,20.0,51.8,3,IN718
100.0,1000.0,30.0,30.0,101.010101,1,Ti-6Al-4V
75.0,100.0,70.0,50.0,230.0,1,SS316L
300.0,1344.086022,116.0,40.0,90.0,3,SS316L
310.0,370.0,100.0,50.0,250.0,1,SS316L
520.0,1200.0,95.0,35.0,73.0,3,Ti-6Al-4V
310.0,130.0,100.0,50.0,90.0,3,SS316L
150.0,400.0,100.0,40.0,80.0,0,IN718
450.0,20.0,500.0,100.0,400.0,3,SS316L
300.0,2500.0,35.0,27.33333333,82.0,0,SS316L
310.0,100.0,100.0,50.0,80.0,3,SS316L
540.034,700.0,74.0,50.0,59.2,3,Ti-6Al-4V
350.0,310.0,220.0,50.0,176.0,0,SS316L
520.0,1000.0,95.0,40.0,72.0,3,Ti-6Al-4V
100.0,300.0,55.0,75.0,41.0,0,SS316L
200.0,1200.0,0.09,40.0,0.08,1,IN718
120.0,200.0,100.0,70.0,500.0,3,IN718
196.666,400.0,74.0,0.046,0.0592,3,Ti-6Al-4V
75.0,800.0,50.0,60.0,0.01,3,Ti-6Al-4V
425.578,800.0,74.0,40.0,59.2,3,Ti-6Al-4V
225.0,2200.0,90.0,40.0,81.0,1,IN718
375.0,280.0,100.0,50.0,240.0,0,SS316L
150.0,200.0,100.0,70.0,500.0,3,IN718
180.0,130.0,100.0,50.0,230.0,0,SS316L
200.0,600.0,55.0,75.0,40.0,0,SS316L
277.5,250.0,100.0,50.0,180.0,0,SS316L
150.0,60.48387097,248.0,50.0,750.0,1,SS316L
80.0,400.0,39.0,30.0,56.0,0,Ti-6Al-4V
350.0,1200.0,95.0,25.0,75.0,3,Ti-6Al-4V
311.122,1200.0,74.0,25.0,60.0,3,Ti-6Al-4V
100.0,100.0,35.0,80.0,240.0,0,SS316L
299.6764,300.0,59.0,60.0,53.1,3,SS316L
375.0,280.0,100.0,50.0,223.2,0,SS316L
540.034,1000.0,74.0,50.0,59.2,3,Ti-6Al-4V
175.0,800.0,50.0,60.0,22.5,3,Ti-6Al-4V
187.8529,800.0,74.0,24.0,59.2,3,IN718
245.0,190.0,100.0,50.0,80.0,0,SS316L
80.0,200.0,39.0,30.0,121.2,0,Ti-6Al-4V
245.0,400.0,100.0,50.0,200.0,1,SS316L
200.0,1000.0,50.0,60.0,23.0,3,Ti-6Al-4V
300.0,2000.0,35.0,30.66666667,92.0,0,SS316L
212.5,250.0,100.0,50.0,250.0,1,SS316L
160.0,400.0,39.0,30.0,100.0,0,Ti-6Al-4V
200.0,100.0,35.0,112.3333333,337.0,0,SS316L
520.0,1100.0,95.0,0.04,0.07,3,Ti-6Al-4V
300.0,2000.0,35.0,30.66666667,92.0,0,SS316L
180.0,280.0,100.0,50.0,200.0,1,SS316L
150.0,1000.0,30.0,30.0,100.0,0,Ti-6Al-4V
100.0,1500.0,35.0,20.0,60.0,0,SS316L
368.35,700.0,74.0,50.0,60.0,3,Ti-6Al-4V
