Power,Velocity,beam D,layer thickness,Hatch spacing,defect_label,material
45.0,400.0,80.0,40.0,64.0,1,SS17-4PH
550.0,177.4193548,248.0,50.0,550.0,0,SS316L
200.0,1200.0,95.0,20.0,55.0,3,Ti-6Al-4V
150.0,600.0,80.0,50.0,50.0,0,SS17-4PH
250.0,1200.0,95.0,20.0,70.0,3,Ti-6Al-4V
408.4096,700.0,59.0,0.04,0.0472,3,SS316L
120.0,400.0,39.0,30.0,85.0,0,Ti-6Al-4V
80.0,1000.0,39.0,30.0,0.041,1,Ti-6Al-4V
300.0,1344.086022,116.0,40.0,90.0,3,SS316L
100.0,1400.0,80.0,50.0,64.0,1,SS17-4PH
200.0,1600.0,80.0,50.0,35.0,2,SS17-4PH
200.0,800.0,80.0,50.0,55.0,0,SS17-4PH
350.0,160.0,0.1,50.0,0.09,0,SS316L
342.5,160.0,100.0,50.0,80.0,3,SS316L
150.0,400.0,95.0,30.0,70.0,3,Ti-6Al-4V
260.0,700.0,140.0,20.0,98.0,3,Ti-6Al-4V
325.0,100.0,100.0,50.0,90.0,0,SS316L
100.0,1500.0,35.0,20.0,60.0,0,SS316L
482.806,700.0,74.0,60.0,56.0,3,Ti-6Al-4V
100.0,150.0,55.0,75.0,45.0,3,SS316L
1800.0,1800.0,240.0,50.0,230.0,2,SS17-4PH
150.0,600.0,95.0,30.0,70.0,0,Ti-6Al-4V
375.0,190.0,0.1,50.0,0.09,0,SS316L
120.0,1600.0,39.0,30.0,0.03125,2,Ti-6Al-4V
280.0,800.0,100.0,30.0,140.0,0,Ti-6Al-4V
196.666,800.0,74.0,25.0,59.2,3,Ti-6Al-4V
130.0,900.0,0.08,0.02,0.06,0,SS316L
350.0,1230.661041,116.0,40.0,90.0,3,SS316L
196.666,1200.0,74.0,20.0,51.8,3,Ti-6Al-4V
115.0,130.0,100.0,50.0,272.0,1,SS316L
520.0,1200.0,95.0,30.0,75.0,3,Ti-6Al-4V
120.0,1400.0,39.0,30.0,35.1,2,Ti-6Al-4V
82.21,700.0,74.0,0.02,0.037,3,Ti-6Al-4V
300.0,100.0,78.0,50.0,62.4,3,SS316L
300.0,800.0,50.0,50.0,93.75,2,SS316L
300.0,1000.0,35.0,43.33333333,130.0,0,SS316L
540.034,1200.0,74.0,40.0,60.0,3,Ti-6Al-4V
213.8344,500.0,59.0,40.0,47.2,3,SS316L
368.35,600.0,74.0,50.0,60.0,3,Ti-6Al-4V
150.0,800.0,80.0,50.0,40.0,0,SS17-4PH
150.0,500.0,70.0,50.0,90.0,1,SS316L
350.0,700.0,95.0,40.0,66.5,3,Ti-6Al-4V
150.0,700.0,95.0,30.0,66.5,0,Ti-6Al-4V
150.0,64.17112299,187.0,50.0,168.3,0,SS316L
213.8344,300.0,59.0,50.0,47.2,3,SS316L
245.0,400.0,100.0,50.0,200.0,1,SS316L
147.5,250.0,100.0,50.0,180.0,1,SS316L
310.0,100.0,100.0,50.0,80.0,3,SS316L
250.0,2000.0,20.0,20.0,50.0,0,Ti-6Al-4V
150.0,80.0,500.0,100.0,0.35,1,SS316L
150.0,800.0,70.0,50.0,63.0,1,SS316L
375.0,220.0,95.0,50.0,76.0,3,SS316L
130.0,2900.0,80.0,40.0,64.0,1,SS17-4PH
200.0,2000.0,80.0,50.0,56.0,2,SS17-4PH
220.0,1300.0,100.0,20.0,106.0,2,SS17-4PH
45.0,1400.0,90.0,40.0,72.0,1,SS316L
168.052,600.0,74.0,0.03,0.0555,3,Ti-6Al-4V
245.0,220.0,100.0,50.0,160.0,0,SS316L
300.0,800.0,50.0,60.0,0.04,3,Ti-6Al-4V
300.0,1400.0,80.0,50.0,56.0,2,SS17-4PH
250.0,900.0,95.0,25.0,66.5,3,Ti-6Al-4V
310.0,310.0,100.0,50.0,0.16,0,SS316L
40.0,210.0,50.0,30.0,75.0,1,Ti-6Al-4V
120.0,200.0,50.0,60.0,40.0,3,SS17-4PH
400.0,700.0,95.0,40.0,76.0,3,Ti-6Al-4V
450.0,900.0,95.0,40.0,76.0,3,Ti-6Al-4V
300.0,1054.852321,116.0,40.0,90.0,3,SS316L
550.0,470.5882353,187.0,50.0,168.3,0,SS316L
150.0,1000.0,30.0,30.0,100.0,0,Ti-6Al-4V
375.0,250.0,100.0,50.0,250.0,0,SS316L
75.0,300.0,70.0,50.0,75.0,1,SS316L
150.0,750.0,30.0,30.0,101.010101,0,Ti-6Al-4V
100.0,900.0,37.5,30.0,105.0,0,SS316L
342.5,340.0,100.0,50.0,0.15,0,SS316L
375.0,250.0,100.0,50.0,250.0,0,SS316L
170.0,1200.0,100.0,20.0,88.0,2,SS17-4PH
200.0,600.0,55.0,75.0,38.5,0,SS316L
280.0,1000.0,100.0,30.0,140.0,0,Ti-6Al-4V
250.0,2000.0,35.0,27.66666667,83.0,0,SS316L
100.0,400.0,80.0,50.0,56.0,0,SS17-4PH
310.0,220.0,100.0,50.0,235.0,0,SS316L
1350.0,1400.0,240.0,50.0,216.0,2,SS17-4PH
300.0,1937.984496,116.0,40.0,90.0,3,SS316L
600.0,700.0,37.5,30.0,105.0,3,SS316L
200.0,300.0,55.0,75.0,44.0,3,SS316L
250.0,100.0,78.0,50.0,70.2,3,SS316L
540.034,700.0,74.0,0.05,0.0629,3,Ti-6Al-4V
200.0,2500.0,20.0,20.0,50.0,2,Ti-6Al-4V
170.0,600.0,100.0,20.0,105.0,0,SS17-4PH
250.0,1000.0,35.0,40.0,120.0,0,SS316L
100.0,400.0,95.0,60.0,82.0,1,Ti-6Al-4V
100.0,300.0,70.0,50.0,100.0,1,SS316L
375.0,370.0,95.0,50.0,76.0,3,SS316L
280.0,400.0,100.0,30.0,140.0,3,Ti-6Al-4V
196.666,600.0,74.0,35.0,59.2,3,Ti-6Al-4V
195.0,1100.0,100.0,20.0,105.0,2,SS17-4PH
180.0,100.0,100.0,50.0,300.0,0,SS316L
67.5,305.0,50.0,30.0,87.5,1,Ti-6Al-4V
400.0,900.0,95.0,40.0,70.0,3,Ti-6Al-4V
150.0,400.0,70.0,50.0,115.0,1,SS316L
170.0,900.0,100.0,20.0,86.0,0,SS17-4PH
139.438,400.0,74.0,35.0,59.2,3,Ti-6Al-4V
400.0,2500.0,100.0,20.0,80.0,0,SS17-4PH
350.0,310.0,95.0,50.0,85.5,0,SS316L
280.0,400.0,100.0,30.0,140.0,3,Ti-6Al-4V
368.35,700.0,74.0,40.0,59.2,3,Ti-6Al-4V
147.5,190.0,100.0,50.0,240.0,1,SS316L
200.0,1000.0,80.0,50.0,40.0,0,SS17-4PH
540.034,1200.0,74.0,0.04,0.0555,3,Ti-6Al-4V
450.0,20.0,500.0,100.0,400.0,3,SS316L
250.0,2500.0,35.0,25.0,75.0,0,SS316L
277.5,100.0,100.0,50.0,80.0,3,SS316L
350.0,600.0,95.0,40.0,75.0,3,Ti-6Al-4V
150.0,1500.0,35.0,25.0,75.0,0,SS316L
253.894,800.0,74.0,30.0,55.0,3,Ti-6Al-4V
170.0,1300.0,100.0,20.0,80.0,2,SS17-4PH
425.578,1100.0,74.0,0.04,0.0555,3,Ti-6Al-4V
147.5,250.0,100.0,50.0,181.54,1,SS316L
175.0,300.0,70.0,50.0,180.0,1,SS316L
375.0,220.0,95.0,50.0,80.0,3,SS316L
220.0,1100.0,100.0,20.0,120.0,2,SS17-4PH
100.0,1000.0,80.0,50.0,20.0,0,SS17-4PH
900.0,800.0,240.0,50.0,281.25,2,SS17-4PH
620.0,4000.0,50.0,0.03,0.035,3,SS17-4PH
350.0,376.344086,248.0,50.0,310.0,1,SS316L
550.0,4000.0,100.0,20.0,70.0,0,SS17-4PH
375.0,250.0,95.0,50.0,85.5,3,SS316L
325.0,130.0,100.0,50.0,90.0,0,SS316L
253.894,900.0,74.0,30.0,52.0,3,Ti-6Al-4V
900.0,600.0,240.0,50.0,375.0,2,SS17-4PH
200.0,500.0,35.0,50.0,150.0,0,SS316L
150.0,50.0,500.0,100.0,0.45,1,SS316L
130.0,1400.0,0.07,0.02,0.049,3,SS17-4PH
300.0,2200.0,80.0,50.0,35.0,2,SS17-4PH
245.0,190.0,100.0,50.0,90.0,0,SS316L
100.0,500.0,80.0,50.0,40.0,0,SS17-4PH
375.0,340.0,95.0,50.0,85.5,3,SS316L
1000.0,5600.0,50.0,30.0,35.0,3,SS17-4PH
250.0,1000.0,35.0,40.0,120.0,0,SS316L
520.0,1000.0,95.0,40.0,72.0,3,Ti-6Al-4V
40.0,1400.0,39.0,30.0,0.0312,1,Ti-6Al-4V
125.0,500.0,70.0,50.0,83.3,1,SS316L
1800.0,2000.0,240.0,50.0,216.0,2,SS17-4PH
80.0,600.0,39.0,30.0,35.0,0,Ti-6Al-4V
160.0,1200.0,39.0,30.0,35.0,0,Ti-6Al-4V
375.0,100.0,95.0,50.0,76.0,3,SS316L
80.0,400.0,50.0,60.0,48.0,1,SS17-4PH
350.0,225.8064516,248.0,50.0,550.0,1,SS316L
220.0,900.0,100.0,20.0,150.0,2,SS17-4PH
180.0,370.0,100.0,50.0,108.1,2,SS316L
175.0,1050.0,20.0,35.0,45.0,0,Ti-6Al-4V
368.35,900.0,74.0,0.04,0.0592,3,Ti-6Al-4V
880.0,3200.0,50.0,40.0,40.0,3,SS17-4PH
375.0,220.0,100.0,50.0,0.09,0,SS316L
450.0,2500.0,50.0,37.5,40.0,0,SS17-4PH
750.0,4000.0,50.0,30.0,35.0,3,SS17-4PH
125.0,800.0,50.0,60.0,16.0,3,Ti-6Al-4V
70.0,0.6,45.0,25.0,100.0,3,SS316L
375.0,130.0,100.0,50.0,80.0,3,SS316L
150.0,455.0,50.0,60.0,35.0,3,Ti-6Al-4V
1800.0,1400.0,240.0,50.0,300.0,2,SS17-4PH
250.0,80.0,500.0,100.0,0.45,1,SS316L
540.034,1100.0,74.0,55.3,59.2,3,Ti-6Al-4V
300.0,1200.0,95.0,25.0,66.5,3,Ti-6Al-4V
170.0,1200.0,100.0,20.0,90.0,2,SS17-4PH
50.0,42.78074866,187.0,50.0,0.39,1,SS316L
220.0,700.0,100.0,20.0,131.0,0,SS17-4PH
175.0,1050.0,20.0,35.0,42.0,0,Ti-6Al-4V
311.122,1100.0,74.0,0.03,0.0555,3,Ti-6Al-4V
300.0,1400.0,80.0,20.0,56.0,3,SS316L
100.0,1200.0,30.0,30.0,102.8806584,1,Ti-6Al-4V
250.0,80.0,500.0,100.0,450.0,1,SS316L
250.0,700.0,95.0,26.1,76.0,3,Ti-6Al-4V
400.0,2000.0,100.0,25.0,80.0,0,SS17-4PH
65.0,0.6,45.0,25.0,100.0,0,SS316L
350.0,80.0,500.0,100.0,400.0,0,SS316L
100.0,500.0,30.0,30.0,101.010101,0,Ti-6Al-4V
125.0,455.0,50.0,60.0,0.0305,3,Ti-6Al-4V
40.0,600.0,39.0,30.0,35.1,1,Ti-6Al-4V
195.0,700.0,100.0,20.0,110.0,0,SS17-4PH
200.0,400.0,95.0,40.0,76.0,3,Ti-6Al-4V
380.0,1400.0,50.0,40.0,40.0,3,SS17-4PH
2700.0,1200.0,240.0,50.0,192.0,3,SS17-4PH
200.0,800.0,80.0,50.0,56.0,0,SS17-4PH
59.3188,300.0,59.0,20.0,41.3,3,SS316L
342.5,250.0,100.0,50.0,228.3,0,SS316L
45.0,1400.0,85.0,40.0,68.0,1,SS17-4PH
210.0,1000.0,140.0,30.0,70.0,0,Ti-6Al-4V
380.0,3800.0,50.0,24.0,35.0,0,SS17-4PH
200.0,800.0,50.0,60.0,0.028,3,Ti-6Al-4V
150.0,1200.0,80.0,50.0,25.0,0,SS17-4PH
200.0,1000.0,95.0,20.0,67.0,3,Ti-6Al-4V
1350.0,1400.0,240.0,50.0,0.216,2,SS17-4PH
80.0,800.0,50.0,40.0,40.0,1,SS17-4PH
300.0,1200.0,95.0,20.0,80.0,3,Ti-6Al-4V
99.3784,500.0,59.0,26.0,47.2,3,SS316L
200.0,1600.0,80.0,50.0,0.03125,2,SS17-4PH
200.0,1200.0,95.0,20.0,52.0,3,Ti-6Al-4V
213.8344,300.0,59.0,60.0,53.0,3,SS316L
1000.0,6500.0,50.0,30.0,35.0,3,SS17-4PH
212.5,190.0,100.0,50.0,200.0,0,SS316L
482.806,700.0,74.0,60.0,66.0,3,Ti-6Al-4V
150.0,700.0,70.0,50.0,63.0,1,SS316L
375.0,180.0,95.0,50.0,76.0,3,SS316L
147.5,160.0,100.0,50.0,283.65,1,SS316L
196.666,600.0,74.0,30.0,59.2,3,Ti-6Al-4V
175.0,1450.0,20.0,35.0,30.0,0,Ti-6Al-4V
196.666,1100.0,74.0,0.022,0.0518,3,Ti-6Al-4V
160.0,1000.0,50.0,36.0,40.0,0,SS17-4PH
342.5,400.0,100.0,50.0,250.0,1,SS316L
540.034,700.0,74.0,50.0,59.2,3,Ti-6Al-4V
150.0,2000.0,35.0,22.66666667,68.0,0,SS316L
482.806,1200.0,74.0,0.04,0.0592,3,Ti-6Al-4V
200.0,2500.0,20.0,20.0,0.05,2,Ti-6Al-4V
200.0,2500.0,35.0,23.33333333,70.0,0,SS316L
196.666,700.0,74.0,30.0,52.0,3,Ti-6Al-4V
100.0,700.0,80.0,50.0,28.0,0,SS17-4PH
1800.0,1800.0,240.0,50.0,240.0,2,SS17-4PH
375.0,160.0,100.0,50.0,80.0,3,SS316L
180.0,220.0,100.0,50.0,250.0,1,SS316L
139.438,800.0,74.0,20.0,52.0,3,Ti-6Al-4V
408.4096,500.0,59.0,60.0,53.1,3,SS316L
277.5,340.0,100.0,50.0,250.0,1,SS316L
375.0,100.0,100.0,50.0,70.0,3,SS316L
80.0,1600.0,39.0,30.0,30.3,1,Ti-6Al-4V
250.0,500.0,35.0,56.66666667,170.0,0,SS316L
280.0,600.0,95.0,0.04,0.075,3,Ti-6Al-4V
147.5,100.0,100.0,50.0,215.0,0,SS316L
100.0,700.0,37.5,30.0,105.0,0,SS316L
40.0,210.0,50.0,30.0,75.0,1,Ti-6Al-4V
300.0,1400.0,0.07143,0.02,0.05,3,SS17-4PH
450.0,1900.0,50.0,60.0,35.0,0,SS17-4PH
50.0,750.0,30.0,30.0,101.010101,1,Ti-6Al-4V
300.0,2400.0,70.0,20.0,49.0,3,SS17-4PH
750.0,2000.0,50.0,0.05,0.04,3,SS17-4PH
150.0,1600.0,80.0,50.0,64.0,1,SS17-4PH
300.0,1200.0,80.0,50.0,64.0,2,SS17-4PH
400.0,1100.0,95.0,30.0,66.5,3,Ti-6Al-4V
311.122,700.0,74.0,0.05,0.0518,3,Ti-6Al-4V
230.0,400.0,95.0,40.0,76.0,3,Ti-6Al-4V
212.5,100.0,100.0,50.0,80.0,3,SS316L
200.0,700.0,70.0,50.0,90.0,1,SS316L
100.0,700.0,80.0,50.0,31.7,0,SS17-4PH
299.6764,500.0,59.0,60.0,50.0,3,SS316L
75.0,100.0,70.0,50.0,250.0,1,SS316L
375.0,220.0,100.0,50.0,90.0,0,SS316L
75.0,1000.0,50.0,60.0,25.0,3,Ti-6Al-4V
160.0,700.0,140.0,20.0,98.0,0,Ti-6Al-4V
350.0,700.0,95.0,0.04,0.075,3,Ti-6Al-4V
95.0,210.0,50.0,30.0,75.0,3,Ti-6Al-4V
540.034,900.0,74.0,0.05,0.0592,3,Ti-6Al-4V
1000.0,10000.0,50.0,32.0,40.0,2,SS17-4PH
277.5,130.0,100.0,50.0,90.0,3,SS316L
225.0,800.0,50.0,60.0,30.0,3,Ti-6Al-4V
100.0,600.0,80.0,50.0,35.0,0,SS17-4PH
100.0,455.0,50.0,60.0,26.0,3,Ti-6Al-4V
110.824,400.0,74.0,0.026,0.0592,3,Ti-6Al-4V
900.0,500.0,240.0,50.0,216.0,0,SS17-4PH
147.5,100.0,100.0,50.0,230.0,0,SS316L
482.806,1000.0,74.0,40.0,60.0,3,Ti-6Al-4V
300.0,1500.0,35.0,36.0,108.0,0,SS316L
200.0,800.0,50.0,50.0,62.5,2,SS316L
311.122,800.0,74.0,35.0,55.0,3,Ti-6Al-4V
300.0,1000.0,35.0,43.33333333,130.0,0,SS316L
160.0,1400.0,39.0,30.0,31.2,0,Ti-6Al-4V
375.0,400.0,100.0,50.0,300.0,1,SS316L
300.0,1600.0,80.0,50.0,46.875,2,SS17-4PH
60.0,0.6,45.0,25.0,100.0,0,SS316L
350.0,1000.0,95.0,30.0,66.5,3,Ti-6Al-4V
150.0,700.0,70.0,50.0,63.0,1,SS316L
300.0,1500.0,50.0,40.0,45.0,0,SS17-4PH
250.0,408.1632653,98.0,50.0,88.0,0,SS316L
250.0,800.0,50.0,50.0,40.0,3,SS17-4PH
212.5,220.0,100.0,50.0,300.0,1,SS316L
150.0,700.0,95.0,30.0,76.0,0,Ti-6Al-4V
375.0,130.0,100.0,50.0,70.0,3,SS316L
450.0,3500.0,50.0,30.0,40.0,0,SS17-4PH
150.0,1400.0,80.0,50.0,64.0,1,SS17-4PH
2700.0,2200.0,240.0,50.0,168.0,3,SS17-4PH
2700.0,2400.0,240.0,50.0,140.0,3,SS17-4PH
147.5,220.0,100.0,50.0,206.0,1,SS316L
299.6764,500.0,59.0,56.54,53.0,3,SS316L
350.0,190.0,100.0,50.0,90.0,0,SS316L
1350.0,1600.0,240.0,50.0,0.21,2,SS17-4PH
220.0,1200.0,100.0,20.0,0.12,2,SS17-4PH
200.0,2200.0,80.0,50.0,25.0,2,SS17-4PH
350.0,310.0,220.0,50.0,176.0,0,SS316L
900.0,700.0,240.0,50.0,300.0,2,SS17-4PH
120.0,600.0,39.0,30.0,60.0,0,Ti-6Al-4V
300.0,2900.0,70.0,20.0,49.0,3,SS316L
250.0,161.2903226,248.0,50.0,480.0,1,SS316L
200.0,1400.0,80.0,50.0,40.0,2,SS17-4PH
130.0,2400.0,80.0,20.0,60.0,1,SS17-4PH
260.0,400.0,140.0,40.0,110.0,3,Ti-6Al-4V
300.0,1200.0,100.0,30.0,40.0,0,Ti-6Al-4V
196.666,900.0,74.0,24.0,55.0,3,Ti-6Al-4V
245.0,130.0,100.0,50.0,80.0,0,SS316L
368.35,1000.0,74.0,40.0,51.8,3,Ti-6Al-4V
250.0,1000.0,50.0,60.0,26.0,3,Ti-6Al-4V
300.0,3000.0,50.0,25.0,40.0,0,SS17-4PH
75.0,146.0,50.0,60.0,40.0,3,Ti-6Al-4V
300.0,1100.0,95.0,22.0,75.0,3,Ti-6Al-4V
100.0,1200.0,30.0,30.0,102.8806584,1,Ti-6Al-4V
425.578,900.0,74.0,0.04,0.0629,3,Ti-6Al-4V
1350.0,800.0,240.0,50.0,421.875,2,SS17-4PH
230.0,400.0,95.0,38.0,76.0,3,Ti-6Al-4V
375.0,250.0,100.0,50.0,80.0,0,SS316L
450.0,145.1612903,248.0,50.0,223.2,0,SS316L
120.0,1000.0,50.0,50.0,45.0,1,SS17-4PH
400.0,1000.0,95.0,35.0,70.0,3,Ti-6Al-4V
620.0,3000.0,50.0,30.0,40.0,3,SS17-4PH
2700.0,1400.0,240.0,50.0,0.168,3,SS17-4PH
160.0,600.0,39.0,30.0,0.080808,0,Ti-6Al-4V
40.0,1200.0,39.0,30.0,30.0,1,Ti-6Al-4V
160.0,400.0,39.0,60.0,55.6,0,Ti-6Al-4V
550.0,591.3978495,248.0,50.0,270.0,1,SS316L
540.034,900.0,74.0,40.0,55.0,3,Ti-6Al-4V
550.0,4800.0,100.0,20.0,63.0,0,SS17-4PH
368.35,600.0,74.0,60.0,60.0,3,Ti-6Al-4V
150.0,900.0,95.0,25.0,70.0,0,Ti-6Al-4V
400.0,1000.0,95.0,0.03,0.07,3,Ti-6Al-4V
245.0,310.0,100.0,50.0,240.0,1,SS316L
520.0,1200.0,95.0,0.04,0.06745,3,Ti-6Al-4V
450.0,181.4516129,248.0,50.0,223.2,0,SS316L
120.0,400.0,50.0,40.0,45.0,3,SS17-4PH
200.0,2000.0,80.0,50.0,25.0,2,SS17-4PH
139.438,400.0,74.0,0.03,0.0592,3,Ti-6Al-4V
195.0,1200.0,100.0,20.0,90.0,2,SS17-4PH
482.806,900.0,74.0,50.0,60.0,3,Ti-6Al-4V
196.666,400.0,74.0,50.0,55.0,3,Ti-6Al-4V
400.0,800.0,50.0,50.0,125.0,2,SS316L
750.0,3000.0,50.0,35.0,40.0,3,SS17-4PH
100.0,900.0,80.0,50.0,24.0,0,SS17-4PH
550.0,1496.598639,98.0,50.0,75.0,0,SS316L
180.0,130.0,100.0,50.0,220.0,0,SS316L
200.0,100.0,78.0,50.0,54.6,3,SS316L
482.806,800.0,74.0,0.06,0.06,3,Ti-6Al-4V
150.0,600.0,80.0,50.0,50.0,0,SS17-4PH
120.0,600.0,39.0,30.0,60.0,0,Ti-6Al-4V
408.4096,500.0,59.0,40.0,47.2,3,SS316L
450.0,367.3469388,98.0,50.0,88.2,3,SS316L
40.0,400.0,39.0,30.0,55.0,1,Ti-6Al-4V
520.0,1100.0,95.0,40.0,76.0,3,Ti-6Al-4V
250.0,800.0,50.0,60.0,0.035,3,Ti-6Al-4V
350.0,280.0,95.0,50.0,76.0,0,SS316L
50.0,136.0544218,98.0,50.0,110.0,1,SS316L
200.0,1200.0,80.0,50.0,64.0,1,SS17-4PH
200.0,2400.0,80.0,50.0,72.0,2,SS17-4PH
125.0,146.0,50.0,60.0,40.0,3,Ti-6Al-4V
40.0,1400.0,39.0,30.0,31.2,1,Ti-6Al-4V
368.35,900.0,74.0,0.04,0.0592,3,Ti-6Al-4V
212.5,160.0,100.0,50.0,200.0,0,SS316L
375.0,340.0,100.0,50.0,190.0,0,SS316L
550.0,3500.0,100.0,20.0,70.0,0,SS17-4PH
450.0,459.1836735,98.0,50.0,78.4,3,SS316L
115.0,220.0,100.0,50.0,160.0,1,SS316L
120.0,800.0,39.0,30.0,35.1,0,Ti-6Al-4V
342.5,400.0,100.0,50.0,300.0,1,SS316L
250.0,50.0,500.0,100.0,400.0,0,SS316L
408.4096,300.0,59.0,0.06,0.0531,3,SS316L
900.0,600.0,240.0,50.0,375.0,2,SS17-4PH
200.0,2000.0,20.0,20.0,100.0,1,Ti-6Al-4V
115.0,190.0,100.0,50.0,185.0,1,SS316L
115.0,190.0,100.0,50.0,180.0,1,SS316L
150.0,500.0,30.0,30.0,100.0,0,Ti-6Al-4V
150.0,2000.0,20.0,20.0,62.5,1,Ti-6Al-4V
80.0,400.0,39.0,30.0,60.0,0,Ti-6Al-4V
253.894,600.0,74.0,40.0,59.2,3,Ti-6Al-4V
212.5,400.0,100.0,50.0,160.0,1,SS316L
100.0,600.0,80.0,50.0,35.0,0,SS17-4PH
350.0,20.0,500.0,100.0,400.0,3,SS316L
250.0,20.0,500.0,100.0,400.0,3,SS316L
400.0,3500.0,50.0,30.0,35.0,0,SS17-4PH
311.122,1000.0,74.0,0.03,0.059,3,Ti-6Al-4V
420.0,700.0,140.0,30.0,112.0,3,Ti-6Al-4V
196.666,1000.0,74.0,0.02,0.058,3,Ti-6Al-4V
253.894,1200.0,74.0,20.0,55.0,3,Ti-6Al-4V
450.0,700.0,95.0,50.0,76.0,3,Ti-6Al-4V
310.0,100.0,100.0,50.0,80.0,3,SS316L
900.0,1000.0,240.0,50.0,0.216,2,SS17-4PH
200.0,600.0,70.0,50.0,100.0,1,SS316L
100.0,1500.0,35.0,20.0,60.0,0,SS316L
100.0,400.0,80.0,50.0,50.0,0,SS17-4PH
400.0,600.0,95.0,55.0,76.0,3,Ti-6Al-4V
2700.0,2600.0,240.0,50.0,0.125,3,SS17-4PH
80.0,200.0,39.0,30.0,121.2,0,Ti-6Al-4V
150.0,1200.0,30.0,30.0,101.6260163,1,Ti-6Al-4V
1350.0,1800.0,240.0,50.0,192.0,2,SS17-4PH
100.0,300.0,55.0,75.0,41.0,0,SS316L
196.666,700.0,74.0,30.0,59.0,3,Ti-6Al-4V
150.0,900.0,95.0,25.0,66.5,0,Ti-6Al-4V
368.35,1000.0,74.0,40.0,52.0,3,Ti-6Al-4V
250.0,800.0,50.0,60.0,0.035,3,Ti-6Al-4V
180.0,190.0,100.0,50.0,300.0,1,SS316L
82.5,130.0,100.0,50.0,205.0,1,SS316L
80.0,200.0,50.0,50.0,40.0,3,SS17-4PH
250.0,80.64516129,248.0,50.0,500.0,0,SS316L
425.578,600.0,74.0,50.0,59.0,3,Ti-6Al-4V
82.5,160.0,100.0,50.0,170.0,1,SS316L
200.0,500.0,70.0,50.0,130.0,1,SS316L
150.0,600.0,70.0,50.0,0.076923,1,SS316L
219.5572,400.0,74.0,40.0,59.2,3,Ti-6Al-4V
250.0,2400.0,50.0,0.04735,0.04,1,SS17-4PH
375.0,160.0,100.0,50.0,80.0,3,SS316L
150.0,1800.0,80.0,50.0,64.0,1,SS17-4PH
65.0,0.6,45.0,25.0,100.0,0,SS316L
375.0,340.0,100.0,50.0,200.0,0,SS316L
342.5,100.0,100.0,50.0,0.08,3,SS316L
139.438,700.0,74.0,0.02,0.0518,3,Ti-6Al-4V
540.034,600.0,74.0,0.06,0.0666,3,Ti-6Al-4V
225.0,1000.0,50.0,60.0,24.0,3,Ti-6Al-4V
195.0,600.0,100.0,20.0,120.0,0,SS17-4PH
300.0,2400.0,80.0,50.0,32.0,2,SS17-4PH
200.0,1500.0,20.0,20.0,0.06,0,Ti-6Al-4V
325.0,1200.0,100.0,30.0,140.0,0,Ti-6Al-4V
342.5,370.0,100.0,50.0,285.0,1,SS316L
310.0,310.0,100.0,50.0,166.7,0,SS316L
1350.0,1500.0,240.0,50.0,216.0,2,SS17-4PH
100.0,700.0,95.0,0.03,0.079,1,Ti-6Al-4V
75.0,300.0,70.0,50.0,80.0,1,SS316L
100.0,1200.0,100.0,30.0,50.0,1,Ti-6Al-4V
80.0,600.0,50.0,60.0,45.0,1,SS17-4PH
200.0,1000.0,35.0,35.0,110.0,0,SS316L
900.0,1400.0,240.0,50.0,168.0,2,SS17-4PH
180.0,310.0,100.0,50.0,180.0,1,SS316L
550.0,897.9591837,98.0,50.0,76.0,3,SS316L
2700.0,1800.0,240.0,50.0,180.0,3,SS17-4PH
125.0,146.0,50.0,60.0,40.0,3,Ti-6Al-4V
350.0,20.0,500.0,100.0,400.0,3,SS316L
2700.0,2000.0,240.0,50.0,180.0,3,SS17-4PH
425.578,700.0,74.0,56.0,60.0,3,Ti-6Al-4V
375.0,280.0,100.0,50.0,240.0,0,SS316L
150.0,2000.0,20.0,20.0,60.0,1,Ti-6Al-4V
180.0,370.0,100.0,50.0,110.0,2,SS316L
180.0,280.0,100.0,50.0,200.0,1,SS316L
219.5572,400.0,74.0,0.05,0.0592,3,Ti-6Al-4V
50.0,32.25806452,248.0,50.0,0.5,1,SS316L
100.0,1000.0,80.0,50.0,20.0,0,SS17-4PH
250.0,100.0,35.0,125.0,375.0,0,SS316L
342.5,130.0,100.0,50.0,80.0,3,SS316L
200.0,1000.0,20.0,20.0,18.0,3,Ti-6Al-4V
175.0,600.0,95.0,21.0,80.0,3,Ti-6Al-4V
310.0,250.0,100.0,50.0,200.0,0,SS316L
450.0,1200.0,95.0,30.0,76.0,3,Ti-6Al-4V
150.0,1000.0,80.0,50.0,56.0,0,SS17-4PH
80.0,200.0,39.0,30.0,121.2,0,Ti-6Al-4V
130.0,3400.0,0.07,0.02,0.049,1,SS316L
342.5,100.0,100.0,50.0,80.0,3,SS316L
277.5,310.0,100.0,50.0,300.0,1,SS316L
500.0,10000.0,50.0,20.0,35.0,2,SS17-4PH
200.0,900.0,95.0,0.02,0.0665,3,Ti-6Al-4V
350.0,600.0,95.0,0.04,0.076,3,Ti-6Al-4V
150.0,1200.0,95.0,0.02,0.0665,0,Ti-6Al-4V
180.0,280.0,100.0,50.0,200.0,1,SS316L
277.5,400.0,100.0,50.0,230.0,1,SS316L
180.0,130.0,100.0,50.0,230.0,0,SS316L
620.0,5000.0,50.0,20.0,35.0,3,SS17-4PH
