Power,Velocity,Material,Hatch spacing,Sub-process,beam D,layer thickness,Cp,k,meltpool shape,defect_label,depth of melt pool,width of melt pool,length of melt pool
600,700,SS316L,105,SLM,37.5,30,500,16.3,keyhole,3,,,
600,800,SS316L,105,SLM,37.5,30,500,16.3,keyhole,3,,,
600,400,SS316L,105,SLM,37.5,30,500,16.3,keyhole,3,1135.47,200.86,
600,500,SS316L,105,SLM,37.5,30,500,16.3,keyhole,3,1045.06,198,
600,600,SS316L,105,SLM,37.5,30,500,16.3,keyhole,3,895.29,179.71,
600,700,SS316L,105,SLM,37.5,30,500,16.3,keyhole,3,782,161.43,
600,800,SS316L,105,SLM,37.5,30,500,16.3,keyhole,3,681,153.71,
70,0.6,SS316L,100,SLM,45,25,500,16.3,keyhole,3,,,
70,0.6,SS316L,100,SLM,45,25,500,16.3,keyhole,3,34.3,,
100,150,SS316L,,SLM,55,75,500,16.3,keyhole,3,,,
100,200,SS316L,,SLM,55,75,500,16.3,keyhole,3,,,
200,300,SS316L,,SLM,55,75,500,16.3,keyhole,3,,,
200,400,SS316L,,SLM,55,75,500,16.3,keyhole,3,,,
100,150,SS316L,,SLM,55,75,500,16.3,keyhole,3,150,144,
100,200,SS316L,,SLM,55,75,500,16.3,keyhole,3,126,117,
200,300,SS316L,,SLM,55,75,500,16.3,keyhole,3,266,130,
200,400,SS316L,,SLM,55,75,500,16.3,keyhole,3,159,125,
59.3188,300,SS316L,,SLM,59,,500,16.3,keyhole,3,,,
99.3784,300,SS316L,,SLM,59,,500,16.3,keyhole,3,,,
213.8344,300,SS316L,,SLM,59,,500,16.3,keyhole,3,,,
299.6764,300,SS316L,,SLM,59,,500,16.3,keyhole,3,,,
408.4096,300,SS316L,,SLM,59,,500,16.3,keyhole,3,,,
59.3188,500,SS316L,,SLM,59,,500,16.3,keyhole,3,,,
99.3784,500,SS316L,,SLM,59,,500,16.3,keyhole,3,,,
213.8344,500,SS316L,,SLM,59,,500,16.3,keyhole,3,,,
299.6764,500,SS316L,,SLM,59,,500,16.3,keyhole,3,,,
408.4096,500,SS316L,,SLM,59,,500,16.3,keyhole,3,,,
99.3784,700,SS316L,,SLM,59,,500,16.3,keyhole,3,,,
213.8344,700,SS316L,,SLM,59,,500,16.3,keyhole,3,,,
299.6764,700,SS316L,,SLM,59,,500,16.3,keyhole,3,,,
408.4096,700,SS316L,,SLM,59,,500,16.3,keyhole,3,,,
59.3188,300,SS316L,,SLM,59,,500,16.3,keyhole,3,81.55787,,
99.3784,300,SS316L,,SLM,59,,500,16.3,keyhole,3,168.8589,,
213.8344,300,SS316L,,SLM,59,,500,16.3,keyhole,3,432.7633,,
299.6764,300,SS316L,,SLM,59,,500,16.3,keyhole,3,544.6684,,
408.4096,300,SS316L,,SLM,59,,500,16.3,keyhole,3,682.3025,,
59.3188,500,SS316L,,SLM,59,,500,16.3,keyhole,3,37.67311,,
99.3784,500,SS316L,,SLM,59,,500,16.3,keyhole,3,96.95343,,
213.8344,500,SS316L,,SLM,59,,500,16.3,keyhole,3,253.9993,,
299.6764,500,SS316L,,SLM,59,,500,16.3,keyhole,3,383.2569,,
408.4096,500,SS316L,,SLM,59,,500,16.3,keyhole,3,495.6228,,
99.3784,700,SS316L,,SLM,59,,500,16.3,keyhole,3,49.37236,,
213.8344,700,SS316L,,SLM,59,,500,16.3,keyhole,3,148.1146,,
299.6764,700,SS316L,,SLM,59,,500,16.3,keyhole,3,221.8748,,
408.4096,700,SS316L,,SLM,59,,500,16.3,keyhole,3,383.5719,,
200,100,SS316L,,SLM,78,50,500,16.3,keyhole,3,,,
250,100,SS316L,,SLM,78,50,500,16.3,keyhole,3,,,
300,100,SS316L,,SLM,78,50,500,16.3,keyhole,3,,,
200,100,SS316L,,SLM,78,50,500,16.3,keyhole,3,390,,710
250,100,SS316L,,SLM,78,50,500,16.3,keyhole,3,500,,740
300,100,SS316L,,SLM,78,50,500,16.3,keyhole,3,640,,1020
200,850,SS316L,90,SLM,90,30,500,16.3,keyhole,3,,,
200,1000,SS316L,90,SLM,90,30,500,16.3,keyhole,3,,,
200,850,SS316L,90,SLM,90,30,500,16.3,keyhole,3,110,140,
200,1000,SS316L,90,SLM,90,30,500,16.3,keyhole,3,92,130,
375,100,SS316L,,SLM,95,50,500,16.3,keyhole,3,,,
375,130,SS316L,,SLM,95,50,500,16.3,keyhole,3,,,
375,180,SS316L,,SLM,95,50,500,16.3,keyhole,3,,,
375,220,SS316L,,SLM,95,50,500,16.3,keyhole,3,,,
375,250,SS316L,,SLM,95,50,500,16.3,keyhole,3,,,
375,310,SS316L,,SLM,95,50,500,16.3,keyhole,3,,,
375,340,SS316L,,SLM,95,50,500,16.3,keyhole,3,,,
375,370,SS316L,,SLM,95,50,500,16.3,keyhole,3,,,
375,400,SS316L,,SLM,95,50,500,16.3,keyhole,3,,,
375,100,SS316L,,SLM,95,50,500,16.3,keyhole,3,380,380,
375,130,SS316L,,SLM,95,50,500,16.3,keyhole,3,380,380,
375,180,SS316L,,SLM,95,50,500,16.3,keyhole,3,380,380,
375,220,SS316L,,SLM,95,50,500,16.3,keyhole,3,380,380,
375,250,SS316L,,SLM,95,50,500,16.3,keyhole,3,380,380,
375,310,SS316L,,SLM,95,50,500,16.3,keyhole,3,380,380,
375,340,SS316L,,SLM,95,50,500,16.3,keyhole,3,380,380,
375,370,SS316L,,SLM,95,50,500,16.3,keyhole,3,380,380,
375,400,SS316L,,SLM,95,50,500,16.3,keyhole,3,380,380,
250,204.0816327,SS316L,,SLM,98,50,500,16.3,keyhole,3,,,
350,357.1428571,SS316L,,SLM,98,50,500,16.3,keyhole,3,,,
350,285.7142857,SS316L,,SLM,98,50,500,16.3,keyhole,3,,,
450,459.1836735,SS316L,,SLM,98,50,500,16.3,keyhole,3,,,
450,367.3469388,SS316L,,SLM,98,50,500,16.3,keyhole,3,,,
550,897.9591837,SS316L,,SLM,98,50,500,16.3,keyhole,3,,,
550,561.2244898,SS316L,,SLM,98,50,500,16.3,keyhole,3,,,
550,448.9795918,SS316L,,SLM,98,50,500,16.3,keyhole,3,,,
212.5,100,SS316L,,SLM,100,50,500,16.3,keyhole,3,,,
245,100,SS316L,,SLM,100,50,500,16.3,keyhole,3,,,
277.5,100,SS316L,,SLM,100,50,500,16.3,keyhole,3,,,
277.5,130,SS316L,,SLM,100,50,500,16.3,keyhole,3,,,
310,100,SS316L,,SLM,100,50,500,16.3,keyhole,3,,,
310,130,SS316L,,SLM,100,50,500,16.3,keyhole,3,,,
342.5,100,SS316L,,SLM,100,50,500,16.3,keyhole,3,,,
342.5,130,SS316L,,SLM,100,50,500,16.3,keyhole,3,,,
342.5,160,SS316L,,SLM,100,50,500,16.3,keyhole,3,,,
375,100,SS316L,,SLM,100,50,500,16.3,keyhole,3,,,
375,130,SS316L,,SLM,100,50,500,16.3,keyhole,3,,,
375,160,SS316L,,SLM,100,50,500,16.3,keyhole,3,,,
212.5,100,SS316L,,SLM,100,50,500,16.3,keyhole,3,,190.63,
245,100,SS316L,,SLM,100,50,500,16.3,keyhole,3,,253.03,
277.5,100,SS316L,,SLM,100,50,500,16.3,keyhole,3,,257.05,
277.5,130,SS316L,,SLM,100,50,500,16.3,keyhole,3,,255.79,
310,100,SS316L,,SLM,100,50,500,16.3,keyhole,3,,289.39,
310,130,SS316L,,SLM,100,50,500,16.3,keyhole,3,,265.19,
342.5,100,SS316L,,SLM,100,50,500,16.3,keyhole,3,,320.39,
342.5,130,SS316L,,SLM,100,50,500,16.3,keyhole,3,,248.37,
342.5,160,SS316L,,SLM,100,50,500,16.3,keyhole,3,,241.41,
375,100,SS316L,,SLM,100,50,500,16.3,keyhole,3,,323.51,
375,130,SS316L,,SLM,100,50,500,16.3,keyhole,3,,267.63,
375,160,SS316L,,SLM,100,50,500,16.3,keyhole,3,,262.09,
300,1937.984496,SS316L,90,SLM,116,40,500,16.3,keyhole,3,,,
300,1344.086022,SS316L,90,SLM,116,40,500,16.3,keyhole,3,,,
300,1054.852321,SS316L,90,SLM,116,40,500,16.3,keyhole,3,,,
350,2260.981912,SS316L,90,SLM,116,40,500,16.3,keyhole,3,,,
350,1568.100358,SS316L,90,SLM,116,40,500,16.3,keyhole,3,,,
350,1230.661041,SS316L,90,SLM,116,40,500,16.3,keyhole,3,,,
300,1937.984496,SS316L,90,SLM,116,40,500,16.3,keyhole,3,134.52,172.19,
300,1344.086022,SS316L,90,SLM,116,40,500,16.3,keyhole,3,160.22,129.78,
300,1054.852321,SS316L,90,SLM,116,40,500,16.3,keyhole,3,205.1,145.6,
350,2260.981912,SS316L,90,SLM,116,40,500,16.3,keyhole,3,147.94,162.73,
350,1568.100358,SS316L,90,SLM,116,40,500,16.3,keyhole,3,206.65,138.46,
350,1230.661041,SS316L,90,SLM,116,40,500,16.3,keyhole,3,232.2,148.6,
150,20,SS316L,,SLM,500,100,500,16.3,keyhole,3,,,
250,20,SS316L,,SLM,500,100,500,16.3,keyhole,3,,,
350,20,SS316L,,SLM,500,100,500,16.3,keyhole,3,,,
450,20,SS316L,,SLM,500,100,500,16.3,keyhole,3,,,
450,50,SS316L,,SLM,500,100,500,16.3,keyhole,3,,,
150,20,SS316L,,SLM,500,100,500,16.3,keyhole,3,134.833,423.3,
250,20,SS316L,,SLM,500,100,500,16.3,keyhole,3,187.59,510.2,
350,20,SS316L,,SLM,500,100,500,16.3,keyhole,3,316.6,549.2,
450,20,SS316L,,SLM,500,100,500,16.3,keyhole,3,422.7,665,
450,50,SS316L,,SLM,500,100,500,16.3,keyhole,3,247.32,545.4,
130,400,SS316L,,SLM,,,500,16.3,keyhole,3,,,
220,400,SS316L,,SLM,,,500,16.3,keyhole,3,,,
220,900,SS316L,,SLM,,,500,16.3,keyhole,3,,,
220,1400,SS316L,,SLM,,,500,16.3,keyhole,3,,,
220,1900,SS316L,,SLM,,,500,16.3,keyhole,3,,,
300,400,SS316L,,SLM,,,500,16.3,keyhole,3,,,
300,900,SS316L,,SLM,,,500,16.3,keyhole,3,,,
300,1400,SS316L,,SLM,,,500,16.3,keyhole,3,,,
300,1900,SS316L,,SLM,,,500,16.3,keyhole,3,,,
300,2400,SS316L,,SLM,,,500,16.3,keyhole,3,,,
300,2900,SS316L,,SLM,,,500,16.3,keyhole,3,,,
100,1500,SS316L,60,SLM,35,20,500,16.3,desirable,0,30,60,74
100,2000,SS316L,51,SLM,35,17,500,16.3,desirable,0,25.5,51,68
100,2500,SS316L,48,SLM,35,16,500,16.3,desirable,0,24,48,64
150,1500,SS316L,75,SLM,35,25,500,16.3,desirable,0,37.5,75,95
150,2000,SS316L,68,SLM,35,22.66666667,500,16.3,desirable,0,34,68,88
150,2500,SS316L,60,SLM,35,20,500,16.3,desirable,0,30,60,82
200,1000,SS316L,110,SLM,35,35,500,16.3,desirable,0,55,110,128
200,2000,SS316L,75,SLM,35,25,500,16.3,desirable,0,37.5,75,106
200,2500,SS316L,70,SLM,35,23.33333333,500,16.3,desirable,0,35,70,102
250,1500,SS316L,100,SLM,35,33.33333333,500,16.3,desirable,0,50,100,140
250,2000,SS316L,83,SLM,35,27.66666667,500,16.3,desirable,0,41.5,83,127
250,2500,SS316L,75,SLM,35,25,500,16.3,desirable,0,37.5,75,120
300,1000,SS316L,130,SLM,35,43.33333333,500,16.3,desirable,0,65,130,175
300,1500,SS316L,108,SLM,35,36,500,16.3,desirable,0,54,108,158
300,2000,SS316L,92,SLM,35,30.66666667,500,16.3,desirable,0,46,92,146
300,2500,SS316L,82,SLM,35,27.33333333,500,16.3,desirable,0,41,82,139
100,400,SS316L,105,SLM,37.5,30,500,16.3,,,129.28,119.71,
100,500,SS316L,105,SLM,37.5,30,500,16.3,,,98.86,109.71,
100,600,SS316L,105,SLM,37.5,30,500,16.3,,,75.14,100.29,
100,1000,SS316L,105,SLM,37.5,30,500,16.3,,,46.14,72.71,
100,1100,SS316L,105,SLM,37.5,30,500,16.3,,,28.86,61,
200,400,SS316L,105,SLM,37.5,30,500,16.3,,,305.71,144.29,
200,500,SS316L,105,SLM,37.5,30,500,16.3,,,287.71,157.71,
200,600,SS316L,105,SLM,37.5,30,500,16.3,,,265.86,133.71,
200,700,SS316L,105,SLM,37.5,30,500,16.3,,,198.86,126,
200,800,SS316L,105,SLM,37.5,30,500,16.3,,,128.43,141.43,
200,900,SS316L,105,SLM,37.5,30,500,16.3,,,144,135.71,
200,1000,SS316L,105,SLM,37.5,30,500,16.3,,,97.86,129.33,
200,1100,SS316L,105,SLM,37.5,30,500,16.3,,,84.14,120.86,
300,500,SS316L,105,SLM,37.5,30,500,16.3,,,469.43,159.14,
300,600,SS316L,105,SLM,37.5,30,500,16.3,,,445.14,141.71,
300,700,SS316L,105,SLM,37.5,30,500,16.3,,,360.86,145.14,
300,800,SS316L,105,SLM,37.5,30,500,16.3,,,350.43,138,
300,900,SS316L,105,SLM,37.5,30,500,16.3,,,305,124.29,
300,1000,SS316L,105,SLM,37.5,30,500,16.3,,,227.71,120.29,
300,1100,SS316L,105,SLM,37.5,30,500,16.3,,,201.14,112,
400,400,SS316L,105,SLM,37.5,30,500,16.3,,,749.71,190.57,
400,500,SS316L,105,SLM,37.5,30,500,16.3,,,623.71,200.57,
400,600,SS316L,105,SLM,37.5,30,500,16.3,,,532.57,182.57,
400,700,SS316L,105,SLM,37.5,30,500,16.3,,,496.86,147.71,
400,800,SS316L,105,SLM,37.5,30,500,16.3,,,454.57,147.14,
400,900,SS316L,105,SLM,37.5,30,500,16.3,,,409.86,136.29,
400,1000,SS316L,105,SLM,37.5,30,500,16.3,,,356.86,123.14,
400,1100,SS316L,105,SLM,37.5,30,500,16.3,,,313.57,114.29,
500,400,SS316L,105,SLM,37.5,30,500,16.3,,,911.43,188,
500,500,SS316L,105,SLM,37.5,30,500,16.3,,,885.86,182,
500,600,SS316L,105,SLM,37.5,30,500,16.3,,,799.29,163.71,
500,700,SS316L,105,SLM,37.5,30,500,16.3,,,721.57,152.57,
500,800,SS316L,105,SLM,37.5,30,500,16.3,,,648,141.43,
500,900,SS316L,105,SLM,37.5,30,500,16.3,,,555.57,125.43,
500,1000,SS316L,105,SLM,37.5,30,500,16.3,,,444.43,138.86,
500,1100,SS316L,105,SLM,37.5,30,500,16.3,,,287.57,142,
600,900,SS316L,105,SLM,37.5,30,500,16.3,,,637.14,136.29,
600,1000,SS316L,105,SLM,37.5,30,500,16.3,,,335.14,225.71,
600,1100,SS316L,105,SLM,37.5,30,500,16.3,,,274.57,198.86,
100,800,SS316L,,SLM,50,50,500,16.3,,,150,75,33
50,100,SS316L,,SLM,52,50,500,16.3,,,150,,
50,200,SS316L,,SLM,52,50,500,16.3,,,100,,
50,500,SS316L,,SLM,52,50,500,16.3,,,80,,
70,700,SS316L,,SLM,52,50,500,16.3,,,70,,
100,100,SS316L,,SLM,52,50,500,16.3,,,250,,
100,200,SS316L,,SLM,52,50,500,16.3,,,210,,
100,250,SS316L,,SLM,52,50,500,16.3,,,190,,
100,320,SS316L,,SLM,52,50,500,16.3,,,140,,
100,550,SS316L,,SLM,52,50,500,16.3,,,140,,
100,750,SS316L,,SLM,52,50,500,16.3,,,100,,
100,1000,SS316L,,SLM,52,50,500,16.3,,,70,,
100,1300,SS316L,,SLM,52,50,500,16.3,,,50,,
110,250,SS316L,,SLM,52,50,500,16.3,,,150,,
110,500,SS316L,,SLM,52,50,500,16.3,,,110,,
110,900,SS316L,,SLM,52,50,500,16.3,,,80,,
115,400,SS316L,,SLM,52,50,500,16.3,,,150,,
120,200,SS316L,,SLM,52,50,500,16.3,,,250,,
125,220,SS316L,,SLM,52,50,500,16.3,,,230,,
120,270,SS316L,,SLM,52,50,500,16.3,,,150,,
120,320,SS316L,,SLM,52,50,500,16.3,,,120,,
120,700,SS316L,,SLM,52,50,500,16.3,,,90,,
120,1600,SS316L,,SLM,52,50,500,16.3,,,20,,
120,2600,SS316L,,SLM,52,50,500,16.3,,,10,,
130,150,SS316L,,SLM,52,50,500,16.3,,,330,,
130,400,SS316L,,SLM,52,50,500,16.3,,,150,,
130,1000,SS316L,,SLM,52,50,500,16.3,,,45,,
130,2300,SS316L,,SLM,52,50,500,16.3,,,10,,
150,150,SS316L,,SLM,52,50,500,16.3,,,380,,
150,200,SS316L,,SLM,52,50,500,16.3,,,350,,
150,220,SS316L,,SLM,52,50,500,16.3,,,300,,
150,300,SS316L,,SLM,52,50,500,16.3,,,200,,
150,500,SS316L,,SLM,52,50,500,16.3,,,104,,
150,800,SS316L,,SLM,52,50,500,16.3,,,63,,
150,1200,SS316L,,SLM,52,50,500,16.3,,,37,,
150,1500,SS316L,,SLM,52,50,500,16.3,,,30,,
146,1600,SS316L,,SLM,52,50,500,16.3,,,28,,
154,1700,SS316L,,SLM,52,50,500,16.3,,,25,,
140,2000,SS316L,,SLM,52,50,500,16.3,,,18,,
150,2200,SS316L,,SLM,52,50,500,16.3,,,15,,
150,2800,SS316L,,SLM,52,50,500,16.3,,,10,,
170,1200,SS316L,,SLM,52,50,500,16.3,,,80,,
175,550,SS316L,,SLM,52,50,500,16.3,,,200,,
175,1000,SS316L,,SLM,52,50,500,16.3,,,90,,
185,970,SS316L,,SLM,52,50,500,16.3,,,85,,
180,1200,SS316L,,SLM,52,50,500,16.3,,,70,,
180,1600,SS316L,,SLM,52,50,500,16.3,,,50,,
180,2600,SS316L,,SLM,52,50,500,16.3,,,15,,
190,2200,SS316L,,SLM,52,50,500,16.3,,,40,,
200,200,SS316L,,SLM,52,50,500,16.3,,,470,,
200,220,SS316L,,SLM,52,50,500,16.3,,,420,,
200,250,SS316L,,SLM,52,50,500,16.3,,,350,,
200,450,SS316L,,SLM,52,50,500,16.3,,,250,,
200,500,SS316L,,SLM,52,50,500,16.3,,,179,,
200,600,SS316L,,SLM,52,50,500,16.3,,,130,,
200,800,SS316L,,SLM,52,50,500,16.3,,,106,,
195,900,SS316L,,SLM,52,50,500,16.3,,,90,,
200,1250,SS316L,,SLM,52,50,500,16.3,,,62,,
200,1500,SS316L,,SLM,52,50,500,16.3,,,43,,
200,2000,SS316L,,SLM,52,50,500,16.3,,,25,,
200,3000,SS316L,,SLM,52,50,500,16.3,,,10,,
220,600,SS316L,,SLM,52,50,500,16.3,,,150,,
220,800,SS316L,,SLM,52,50,500,16.3,,,130,,
220,1200,SS316L,,SLM,52,50,500,16.3,,,90,,
220,2750,SS316L,,SLM,52,50,500,16.3,,,15,,
240,1300,SS316L,,SLM,52,50,500,16.3,,,90,,
240,2200,SS316L,,SLM,52,50,500,16.3,,,30,,
240,2700,SS316L,,SLM,52,50,500,16.3,,,20,,
240,3000,SS316L,,SLM,52,50,500,16.3,,,10,,
250,220,SS316L,,SLM,52,50,500,16.3,,,560,,
250,250,SS316L,,SLM,52,50,500,16.3,,,500,,
250,300,SS316L,,SLM,52,50,500,16.3,,,400,,
250,600,SS316L,,SLM,52,50,500,16.3,,,250,,
250,1400,SS316L,,SLM,52,50,500,16.3,,,80,,
250,2500,SS316L,,SLM,52,50,500,16.3,,,30,,
260,2900,SS316L,,SLM,52,50,500,16.3,,,15,,
270,1400,SS316L,,SLM,52,50,500,16.3,,,100,,
280,1100,SS316L,,SLM,52,50,500,16.3,,,150,,
280,1250,SS316L,,SLM,52,50,500,16.3,,,120,,
280,2000,SS316L,,SLM,52,50,500,16.3,,,50,,
290,1000,SS316L,,SLM,52,50,500,16.3,,,150,,
290,1450,SS316L,,SLM,52,50,500,16.3,,,100,,
290,2250,SS316L,,SLM,52,50,500,16.3,,,20,,
290,2700,SS316L,,SLM,52,50,500,16.3,,,15,,
300,800,SS316L,,SLM,52,50,500,16.3,,,207,,
300,1200,SS316L,,SLM,52,50,500,16.3,,,76,,
300,1500,SS316L,,SLM,52,50,500,16.3,,,86,,
300,1800,SS316L,,SLM,52,50,500,16.3,,,58,,
310,2200,SS316L,,SLM,52,50,500,16.3,,,40,,
350,1600,SS316L,,SLM,52,50,500,16.3,,,48,,
360,2600,SS316L,,SLM,52,50,500,16.3,,,40,,
400,1200,SS316L,,SLM,52,50,500,16.3,,,183,,
400,1500,SS316L,,SLM,52,50,500,16.3,,,137,,
400,1800,SS316L,,SLM,52,50,500,16.3,,,90,,
400,2900,SS316L,,SLM,52,50,500,16.3,,,50,,
400,1800,SS316L,,SLM,54,30,500,16.3,,,105,,
400,1500,SS316L,,SLM,54,30,500,16.3,,,119,,
400,1200,SS316L,,SLM,54,30,500,16.3,,,182,,
300,1800,SS316L,,SLM,54,30,500,16.3,,,65,,
300,1500,SS316L,,SLM,54,30,500,16.3,,,94,,
300,1200,SS316L,,SLM,54,30,500,16.3,,,114,,
300,800,SS316L,,SLM,54,30,500,16.3,,,175,,
200,1500,SS316L,,SLM,54,30,500,16.3,,,57,,
200,1200,SS316L,,SLM,54,30,500,16.3,,,68,,
200,800,SS316L,,SLM,54,30,500,16.3,,,116,,
200,500,SS316L,,SLM,54,30,500,16.3,,,195,,
150,1200,SS316L,,SLM,54,30,500,16.3,,,30,,
150,800,SS316L,,SLM,54,30,500,16.3,,,67,,
150,500,SS316L,,SLM,54,30,500,16.3,,,120,,
400,1800,SS316L,,SLM,54,50,500,16.3,,,90,,
400,1500,SS316L,,SLM,54,50,500,16.3,,,137,,
400,1200,SS316L,,SLM,54,50,500,16.3,,,183,,
300,1800,SS316L,,SLM,54,50,500,16.3,,,58,,
300,1500,SS316L,,SLM,54,50,500,16.3,,,86,,
300,1200,SS316L,,SLM,54,50,500,16.3,,,76,,
300,800,SS316L,,SLM,54,50,500,16.3,,,207,,
200,1500,SS316L,,SLM,54,50,500,16.3,,,43,,
200,1200,SS316L,,SLM,54,50,500,16.3,,,62,,
200,800,SS316L,,SLM,54,50,500,16.3,,,106,,
200,500,SS316L,,SLM,54,50,500,16.3,,,179,,
150,1200,SS316L,,SLM,54,50,500,16.3,,,37,,
150,800,SS316L,,SLM,54,50,500,16.3,,,63,,
150,500,SS316L,,SLM,54,50,500,16.3,,,104,,
175,500,SS316L,140,SLM,70,30,500,16.3,,,78,170,
400,1100,SS316L,140,SLM,70,30,500,16.3,,,112,245,
75,400,SS316L,,SLM,70,50,500,16.3,,,,120,
100,100,SS316L,,SLM,70,50,500,16.3,,,58,172,
100,500,SS316L,,SLM,70,50,500,16.3,,,,133,
125,400,SS316L,,SLM,70,50,500,16.3,,,40,126,
125,300,SS316L,,SLM,70,50,500,16.3,,,49,140,
125,200,SS316L,,SLM,70,50,500,16.3,,,95,224,
125,100,SS316L,,SLM,70,50,500,16.3,,,44,160,
150,300,SS316L,,SLM,70,50,500,16.3,,,106,161,
150,200,SS316L,,SLM,70,50,500,16.3,,,140,218,
150,100,SS316L,,SLM,70,50,500,16.3,,,195,287,
175,700,SS316L,,SLM,70,50,500,16.3,,,,83,
175,600,SS316L,,SLM,70,50,500,16.3,,,,108,
175,200,SS316L,,SLM,70,50,500,16.3,,,80,162,
175,100,SS316L,,SLM,70,50,500,16.3,,,120,227,
200,400,SS316L,,SLM,70,50,500,16.3,,,86,159,
200,300,SS316L,,SLM,70,50,500,16.3,,,83,182,
200,200,SS316L,,SLM,70,50,500,16.3,,,91,209,
200,100,SS316L,,SLM,70,50,500,16.3,,,165,282,
200,1150,SS316L,90,SLM,90,30,500,16.3,,,90,105,
200,1300,SS316L,90,SLM,90,30,500,16.3,,,68,105,
200,1450,SS316L,90,SLM,90,30,500,16.3,,,72,105,
50,130,SS316L,,SLM,95,50,500,16.3,,,20,20,
50,160,SS316L,,SLM,95,50,500,16.3,,,20,20,
50,220,SS316L,,SLM,95,50,500,16.3,,,20,20,
50,250,SS316L,,SLM,95,50,500,16.3,,,20,20,
50,280,SS316L,,SLM,95,50,500,16.3,,,20,20,
50,310,SS316L,,SLM,95,50,500,16.3,,,20,20,
50,340,SS316L,,SLM,95,50,500,16.3,,,20,20,
50,370,SS316L,,SLM,95,50,500,16.3,,,20,20,
50,400,SS316L,,SLM,95,50,500,16.3,,,20,20,
80,100,SS316L,,SLM,95,50,500,16.3,,,60,60,
80,130,SS316L,,SLM,95,50,500,16.3,,,60,60,
80,160,SS316L,,SLM,95,50,500,16.3,,,60,60,
80,180,SS316L,,SLM,95,50,500,16.3,,,60,60,
80,220,SS316L,,SLM,95,50,500,16.3,,,60,60,
80,280,SS316L,,SLM,95,50,500,16.3,,,60,60,
80,310,SS316L,,SLM,95,50,500,16.3,,,60,60,
80,370,SS316L,,SLM,95,50,500,16.3,,,60,60,
80,400,SS316L,,SLM,95,50,500,16.3,,,60,60,
120,100,SS316L,,SLM,95,50,500,16.3,,,90,90,
120,130,SS316L,,SLM,95,50,500,16.3,,,90,90,
120,160,SS316L,,SLM,95,50,500,16.3,,,90,90,
120,180,SS316L,,SLM,95,50,500,16.3,,,90,90,
120,250,SS316L,,SLM,95,50,500,16.3,,,90,90,
120,280,SS316L,,SLM,95,50,500,16.3,,,90,90,
120,370,SS316L,,SLM,95,50,500,16.3,,,90,90,
120,400,SS316L,,SLM,95,50,500,16.3,,,90,90,
150,100,SS316L,,SLM,95,50,500,16.3,,,130,130,
150,160,SS316L,,SLM,95,50,500,16.3,,,130,130,
150,180,SS316L,,SLM,95,50,500,16.3,,,130,130,
150,220,SS316L,,SLM,95,50,500,16.3,,,130,130,
150,250,SS316L,,SLM,95,50,500,16.3,,,130,130,
150,280,SS316L,,SLM,95,50,500,16.3,,,130,130,
150,340,SS316L,,SLM,95,50,500,16.3,,,130,130,
150,370,SS316L,,SLM,95,50,500,16.3,,,130,130,
180,130,SS316L,,SLM,95,50,500,16.3,,,160,160,
180,180,SS316L,,SLM,95,50,500,16.3,,,160,160,
180,250,SS316L,,SLM,95,50,500,16.3,,,160,160,
180,310,SS316L,,SLM,95,50,500,16.3,,,160,160,
180,340,SS316L,,SLM,95,50,500,16.3,,,160,160,
180,400,SS316L,,SLM,95,50,500,16.3,,,160,160,
220,250,SS316L,,SLM,95,50,500,16.3,,,200,200,
220,280,SS316L,,SLM,95,50,500,16.3,,,200,200,
220,370,SS316L,,SLM,95,50,500,16.3,,,200,200,
220,400,SS316L,,SLM,95,50,500,16.3,,,200,200,
250,100,SS316L,,SLM,95,50,500,16.3,,,235,235,
250,130,SS316L,,SLM,95,50,500,16.3,,,235,235,
250,220,SS316L,,SLM,95,50,500,16.3,,,235,235,
250,310,SS316L,,SLM,95,50,500,16.3,,,235,235,
250,340,SS316L,,SLM,95,50,500,16.3,,,235,235,
250,370,SS316L,,SLM,95,50,500,16.3,,,235,235,
275,130,SS316L,,SLM,95,50,500,16.3,,,270,270,
275,250,SS316L,,SLM,95,50,500,16.3,,,270,270,
275,310,SS316L,,SLM,95,50,500,16.3,,,270,270,
275,340,SS316L,,SLM,95,50,500,16.3,,,270,270,
320,130,SS316L,,SLM,95,50,500,16.3,,,310,310,
320,370,SS316L,,SLM,95,50,500,16.3,,,310,310,
320,400,SS316L,,SLM,95,50,500,16.3,,,310,310,
350,100,SS316L,,SLM,95,50,500,16.3,,,340,340,
350,370,SS316L,,SLM,95,50,500,16.3,,,340,340,
350,400,SS316L,,SLM,95,50,500,16.3,,,340,340,
60,90.90909091,SS316L,35,SLM,100,30,500,16.3,,,24,,
60,37.03703704,SS316L,35,SLM,100,30,500,16.3,,,36,,
60,35.0877193,SS316L,35,SLM,100,30,500,16.3,,,49,,
60,117.6470588,SS316L,,SLM,100,30,500,16.3,,,,80,
60,100,SS316L,,SLM,100,30,500,16.3,,,,90,
60,80,SS316L,,SLM,100,30,500,16.3,,,,100,
60,60.60606061,SS316L,,SLM,100,30,500,16.3,,,,120,
60,40,SS316L,,SLM,100,30,500,16.3,,,,150,
50,100,SS316L,,SLM,100,50,500,16.3,,,,87.58,
50,130,SS316L,,SLM,100,50,500,16.3,,,,60.46,
50,160,SS316L,,SLM,100,50,500,16.3,,,,79.97,
