Material,Power,Velocity,beam D,layer thickness,Hatch spacing,meltpool shape
SS316L,550.0,448.9795918,98.0,50.0,78.4,keyhole
SS316L,212.5,100.0,100.0,50.0,70.0,keyhole
SS316L,245.0,100.0,100.0,50.0,80.0,keyhole
SS316L,277.5,100.0,100.0,50.0,80.0,keyhole
SS316L,277.5,130.0,100.0,50.0,90.0,keyhole
SS316L,310.0,100.0,100.0,50.0,80.0,keyhole
SS316L,310.0,130.0,100.0,50.0,90.0,keyhole
SS316L,342.5,100.0,100.0,50.0,80.0,keyhole
SS316L,342.5,130.0,100.0,50.0,80.0,keyhole
SS316L,342.5,160.0,100.0,50.0,90.0,keyhole
SS316L,375.0,100.0,100.0,50.0,70.0,keyhole
SS316L,375.0,130.0,100.0,50.0,80.0,keyhole
SS316L,375.0,160.0,100.0,50.0,80.0,keyhole
SS316L,212.5,100.0,100.0,50.0,80.0,keyhole
SS316L,245.0,100.0,100.0,50.0,90.0,keyhole
SS316L,277.5,100.0,100.0,50.0,80.0,keyhole
SS316L,277.5,130.0,100.0,50.0,80.0,keyhole
SS316L,310.0,100.0,100.0,50.0,80.0,keyhole
SS316L,310.0,130.0,100.0,50.0,80.0,keyhole
SS316L,342.5,100.0,100.0,50.0,0.08,keyhole
SS316L,342.5,130.0,100.0,50.0,80.0,keyhole
SS316L,342.5,160.0,100.0,50.0,80.0,keyhole
SS316L,375.0,100.0,100.0,50.0,70.0,keyhole
SS316L,375.0,130.0,100.0,50.0,70.0,keyhole
SS316L,375.0,160.0,100.0,50.0,80.0,keyhole
SS316L,300.0,1937.984496,116.0,40.0,90.0,keyhole
SS316L,300.0,1344.086022,116.0,40.0,90.0,keyhole
SS316L,300.0,1054.852321,116.0,40.0,90.0,keyhole
SS316L,350.0,2260.981912,116.0,40.0,90.0,keyhole
SS316L,350.0,1568.100358,116.0,40.0,90.0,keyhole
SS316L,350.0,1230.661041,116.0,40.0,90.0,keyhole
SS316L,300.0,1937.984496,116.0,40.0,90.0,keyhole
SS316L,300.0,1344.086022,116.0,40.0,90.0,keyhole
SS316L,300.0,1054.852321,116.0,40.0,90.0,keyhole
SS316L,350.0,2260.981912,116.0,40.0,90.0,keyhole
SS316L,350.0,1568.100358,116.0,40.0,90.0,keyhole
SS316L,350.0,1230.661041,116.0,40.0,90.0,keyhole
SS316L,150.0,20.0,500.0,100.0,350.0,keyhole
SS316L,250.0,20.0,500.0,100.0,400.0,keyhole
SS316L,350.0,20.0,500.0,100.0,400.0,keyhole
SS316L,450.0,20.0,500.0,100.0,400.0,keyhole
SS316L,450.0,50.0,500.0,100.0,350.0,keyhole
SS316L,150.0,20.0,500.0,100.0,400.0,keyhole
SS316L,250.0,20.0,500.0,100.0,400.0,keyhole
SS316L,350.0,20.0,500.0,100.0,400.0,keyhole
SS316L,450.0,20.0,500.0,100.0,400.0,keyhole
SS316L,450.0,50.0,500.0,100.0,400.0,keyhole
SS316L,130.0,400.0,0.09,0.03,0.0675,keyhole
SS316L,220.0,400.0,90.0,40.0,72.0,keyhole
SS316L,220.0,900.0,0.1,0.02,0.08,keyhole
SS316L,220.0,1400.0,70.0,20.0,49.0,keyhole
SS316L,220.0,1900.0,70.0,15.0,49.0,keyhole
SS316L,300.0,400.0,80.0,40.0,60.0,keyhole
SS316L,300.0,900.0,90.0,30.0,63.0,keyhole
SS316L,300.0,1400.0,80.0,20.0,56.0,keyhole
SS316L,300.0,1900.0,70.0,20.0,49.0,keyhole
SS316L,300.0,2400.0,60.0,20.0,42.0,keyhole
SS316L,300.0,2900.0,70.0,20.0,49.0,keyhole
SS316L,100.0,1500.0,35.0,20.0,60.0,desirable
SS316L,100.0,2000.0,35.0,17.0,51.0,desirable
SS316L,100.0,2500.0,35.0,16.0,48.0,desirable
SS316L,150.0,1500.0,35.0,25.0,75.0,desirable
SS316L,150.0,2000.0,35.0,22.66666667,68.0,desirable
SS316L,150.0,2500.0,35.0,20.0,60.0,desirable
SS316L,200.0,1000.0,35.0,35.0,110.0,desirable
SS316L,200.0,2000.0,35.0,25.0,75.0,desirable
SS316L,200.0,2500.0,35.0,23.33333333,70.0,desirable
SS316L,250.0,1500.0,35.0,33.33333333,100.0,desirable
SS316L,250.0,2000.0,35.0,27.66666667,83.0,desirable
SS316L,250.0,2500.0,35.0,25.0,75.0,desirable
SS316L,300.0,1000.0,35.0,43.33333333,130.0,desirable
SS316L,300.0,1500.0,35.0,36.0,108.0,desirable
SS316L,300.0,2000.0,35.0,30.66666667,92.0,desirable
SS316L,300.0,2500.0,35.0,27.33333333,82.0,desirable
SS316L,100.0,400.0,37.5,30.0,105.0,
SS316L,100.0,500.0,37.5,30.0,105.0,
SS316L,100.0,600.0,37.5,30.0,105.0,
SS316L,100.0,1000.0,37.5,30.0,105.0,
SS316L,100.0,1100.0,37.5,30.0,105.0,
SS316L,200.0,400.0,37.5,30.0,105.0,
SS316L,200.0,500.0,37.5,30.0,105.0,
SS316L,200.0,600.0,37.5,30.0,105.0,
SS316L,200.0,700.0,37.5,30.0,105.0,
SS316L,200.0,800.0,37.5,30.0,105.0,
SS316L,200.0,900.0,37.5,30.0,105.0,
SS316L,200.0,1000.0,37.5,30.0,105.0,
SS316L,200.0,1100.0,37.5,30.0,105.0,
SS316L,300.0,500.0,37.5,30.0,105.0,
SS316L,300.0,600.0,37.5,30.0,105.0,
SS316L,300.0,700.0,37.5,30.0,105.0,
SS316L,300.0,800.0,37.5,30.0,105.0,
SS316L,300.0,900.0,37.5,30.0,105.0,
SS316L,300.0,1000.0,37.5,30.0,105.0,
SS316L,300.0,1100.0,37.5,30.0,105.0,
SS316L,400.0,400.0,37.5,30.0,105.0,
SS316L,400.0,500.0,37.5,30.0,105.0,
SS316L,400.0,600.0,37.5,30.0,105.0,
SS316L,400.0,700.0,37.5,30.0,105.0,
SS316L,400.0,800.0,37.5,30.0,105.0,
SS316L,400.0,900.0,37.5,30.0,105.0,
SS316L,400.0,1000.0,37.5,30.0,105.0,
SS316L,400.0,1100.0,37.5,30.0,105.0,
SS316L,500.0,400.0,37.5,30.0,105.0,
SS316L,500.0,500.0,37.5,30.0,105.0,
SS316L,500.0,600.0,37.5,30.0,105.0,
SS316L,500.0,700.0,37.5,30.0,105.0,
SS316L,500.0,800.0,37.5,30.0,105.0,
SS316L,500.0,900.0,37.5,30.0,105.0,
SS316L,500.0,1000.0,37.5,30.0,105.0,
SS316L,500.0,1100.0,37.5,30.0,105.0,
SS316L,600.0,900.0,37.5,30.0,105.0,
SS316L,600.0,1000.0,37.5,30.0,105.0,
SS316L,600.0,1100.0,37.5,30.0,105.0,
SS316L,100.0,800.0,50.0,50.0,40.0,LoF
SS316L,50.0,100.0,52.0,50.0,41.6,Keyhole
SS316L,50.0,200.0,52.0,50.0,41.6,None
SS316L,50.0,500.0,52.0,50.0,41.6,LoF
SS316L,70.0,700.0,52.0,50.0,41.6,LoF
SS316L,100.0,100.0,52.0,50.0,44.2,Keyhole
SS316L,100.0,200.0,52.0,50.0,46.8,Keyhole
SS316L,100.0,250.0,52.0,50.0,41.6,Keyhole
SS316L,100.0,320.0,52.0,50.0,46.0,None
SS316L,100.0,550.0,52.0,50.0,39.0,None
SS316L,100.0,750.0,52.0,50.0,41.6,LoF
SS316L,100.0,1000.0,52.0,50.0,0.0416,LoF
SS316L,100.0,1300.0,52.0,50.0,41.6,LoF
SS316L,110.0,250.0,52.0,50.0,41.6,Keyhole
SS316L,110.0,500.0,52.0,50.0,44.0,None
SS316L,110.0,900.0,52.0,50.0,41.6,LoF
SS316L,115.0,400.0,52.0,50.0,0.0442,None
SS316L,120.0,200.0,52.0,50.0,44.2,Keyhole
SS316L,125.0,220.0,52.0,50.0,46.8,Keyhole
SS316L,120.0,270.0,52.0,50.0,41.6,Keyhole
SS316L,120.0,320.0,52.0,50.0,41.6,Keyhole
SS316L,120.0,700.0,52.0,50.0,36.4,None
SS316L,120.0,1600.0,52.0,50.0,42.0,LoF
SS316L,120.0,2600.0,52.0,50.0,41.6,LoF
SS316L,130.0,150.0,52.0,50.0,44.2,Keyhole
SS316L,130.0,400.0,52.0,50.0,46.8,None
SS316L,130.0,1000.0,52.0,50.0,45.0,LoF
SS316L,130.0,2300.0,52.0,50.0,41.6,LoF
SS316L,150.0,150.0,52.0,50.0,41.6,Keyhole
SS316L,150.0,200.0,52.0,50.0,41.6,Keyhole
SS316L,150.0,220.0,52.0,50.0,36.4,Keyhole
SS316L,150.0,300.0,52.0,50.0,41.6,Keyhole
SS316L,150.0,500.0,52.0,50.0,46.8,None
SS316L,150.0,800.0,52.0,50.0,36.4,None
SS316L,150.0,1200.0,52.0,50.0,36.4,LoF
SS316L,150.0,1500.0,52.0,50.0,41.6,LoF
SS316L,146.0,1600.0,52.0,50.0,41.6,LoF
SS316L,154.0,1700.0,52.0,50.0,41.6,LoF
SS316L,140.0,2000.0,52.0,50.0,41.6,LoF
SS316L,150.0,2200.0,52.0,50.0,41.6,LoF
SS316L,150.0,2800.0,52.0,50.0,36.4,LoF
SS316L,170.0,1200.0,52.0,50.0,0.0364,Balling
SS316L,175.0,550.0,52.0,50.0,46.8,None
SS316L,175.0,1000.0,52.0,50.0,36.4,None
SS316L,185.0,970.0,52.0,50.0,41.6,None
SS316L,180.0,1200.0,52.0,50.0,30.0,None
SS316L,180.0,1600.0,52.0,50.0,40.0,LoF
SS316L,180.0,2600.0,52.0,50.0,41.6,LoF
SS316L,190.0,2200.0,52.0,50.0,41.6,LoF
SS316L,200.0,200.0,52.0,50.0,45.0,Keyhole
SS316L,200.0,220.0,52.0,50.0,47.0,Keyhole
SS316L,200.0,250.0,52.0,50.0,41.6,Keyhole
SS316L,200.0,450.0,52.0,50.0,41.6,Keyhole
SS316L,200.0,500.0,52.0,50.0,46.8,Keyhole
SS316L,200.0,600.0,52.0,50.0,44.2,Keyhole
SS316L,200.0,800.0,52.0,50.0,41.6,None
SS316L,195.0,900.0,52.0,50.0,0.039,None
SS316L,200.0,1250.0,52.0,50.0,41.6,Balling
SS316L,200.0,1500.0,52.0,50.0,41.6,LoF
SS316L,200.0,2000.0,52.0,50.0,41.6,LoF
SS316L,200.0,3000.0,52.0,50.0,41.6,LoF
SS316L,220.0,600.0,52.0,50.0,41.6,Keyhole
SS316L,220.0,800.0,52.0,50.0,46.8,None
SS316L,220.0,1200.0,52.0,50.0,39.0,None
SS316L,220.0,2750.0,52.0,50.0,41.6,LoF
SS316L,240.0,1300.0,52.0,50.0,36.9,None
SS316L,240.0,2200.0,52.0,50.0,36.4,LoF
SS316L,240.0,2700.0,52.0,50.0,41.6,LoF
SS316L,240.0,3000.0,52.0,50.0,41.6,LoF
SS316L,250.0,220.0,52.0,50.0,41.6,Keyhole
SS316L,250.0,250.0,52.0,50.0,41.6,Keyhole
SS316L,250.0,300.0,52.0,50.0,0.0416,Keyhole
SS316L,250.0,600.0,52.0,50.0,46.8,Keyhole
SS316L,250.0,1400.0,52.0,50.0,36.4,None
SS316L,250.0,2500.0,52.0,50.0,41.6,LoF
SS316L,260.0,2900.0,52.0,50.0,41.6,LoF
SS316L,270.0,1400.0,52.0,50.0,41.6,None
SS316L,280.0,1100.0,52.0,50.0,36.4,None
SS316L,280.0,1250.0,52.0,50.0,36.4,None
SS316L,280.0,2000.0,52.0,50.0,41.6,LoF
SS316L,290.0,1000.0,52.0,50.0,47.0,None
SS316L,290.0,1450.0,52.0,50.0,41.6,None
SS316L,290.0,2250.0,52.0,50.0,26.0,None
SS316L,290.0,2700.0,52.0,50.0,41.6,LoF
SS316L,300.0,800.0,52.0,50.0,41.6,Keyhole
SS316L,300.0,1200.0,52.0,50.0,41.6,None
SS316L,300.0,1500.0,52.0,50.0,0.0416,None
SS316L,300.0,1800.0,52.0,50.0,36.4,None
SS316L,310.0,2200.0,52.0,50.0,41.6,LoF
SS316L,350.0,1600.0,52.0,50.0,41.6,None
SS316L,360.0,2600.0,52.0,50.0,41.6,LoF
SS316L,400.0,1200.0,52.0,50.0,46.0,Keyhole
SS316L,400.0,1500.0,52.0,50.0,41.6,None
SS316L,400.0,1800.0,52.0,50.0,41.6,None
SS316L,400.0,2900.0,52.0,50.0,41.6,LoF
SS316L,400.0,1800.0,54.0,30.0,43.2,Keyhole
SS316L,400.0,1500.0,54.0,30.0,48.6,Keyhole
SS316L,400.0,1200.0,54.0,30.0,43.2,Keyhole
SS316L,300.0,1800.0,54.0,30.0,43.2,None
SS316L,300.0,1500.0,54.0,30.0,48.6,None
SS316L,300.0,1200.0,54.0,30.0,43.2,Keyhole
SS316L,300.0,800.0,54.0,30.0,43.2,Keyhole
SS316L,200.0,1500.0,54.0,30.0,40.0,None
SS316L,200.0,1200.0,54.0,30.0,43.2,None
SS316L,200.0,800.0,54.0,30.0,48.6,Keyhole
SS316L,200.0,500.0,54.0,30.0,37.8,Keyhole
SS316L,150.0,1200.0,54.0,30.0,38.0,None
SS316L,150.0,800.0,54.0,30.0,48.6,None
SS316L,150.0,500.0,54.0,30.0,43.2,Keyhole
SS316L,400.0,1800.0,54.0,50.0,45.0,None
SS316L,400.0,1500.0,54.0,50.0,43.2,None
SS316L,400.0,1200.0,54.0,50.0,48.6,None
SS316L,300.0,1800.0,54.0,50.0,37.8,Balling
SS316L,300.0,1500.0,54.0,50.0,40.0,None
SS316L,300.0,1200.0,54.0,50.0,43.2,None
SS316L,300.0,800.0,54.0,50.0,48.6,Keyhole
SS316L,200.0,1500.0,54.0,50.0,43.2,LoF
SS316L,200.0,1200.0,54.0,50.0,43.2,Balling
SS316L,200.0,800.0,54.0,50.0,43.2,None
SS316L,200.0,500.0,54.0,50.0,48.6,Keyhole
SS316L,150.0,1200.0,54.0,50.0,0.0432,LoF
SS316L,150.0,800.0,54.0,50.0,38.0,None
SS316L,150.0,500.0,54.0,50.0,46.0,None
SS316L,175.0,500.0,70.0,30.0,140.0,
SS316L,400.0,1100.0,70.0,30.0,140.0,
SS316L,75.0,400.0,70.0,50.0,56.0,LoF
SS316L,100.0,100.0,70.0,50.0,56.0,Keyhole
SS316L,100.0,500.0,70.0,50.0,56.0,Balling
SS316L,125.0,400.0,70.0,50.0,56.0,None
SS316L,125.0,300.0,70.0,50.0,56.0,Keyhole
SS316L,125.0,200.0,70.0,50.0,56.0,Keyhole
SS316L,125.0,100.0,70.0,50.0,56.0,Keyhole
SS316L,150.0,300.0,70.0,50.0,63.0,Keyhole
SS316L,150.0,200.0,70.0,50.0,56.0,Keyhole
SS316L,150.0,100.0,70.0,50.0,56.0,Keyhole
SS316L,175.0,700.0,70.0,50.0,52.5,None
SS316L,175.0,600.0,70.0,50.0,56.0,None
SS316L,175.0,200.0,70.0,50.0,63.0,Keyhole
SS316L,175.0,100.0,70.0,50.0,56.0,Keyhole
SS316L,200.0,400.0,70.0,50.0,63.0,Keyhole
SS316L,200.0,300.0,70.0,50.0,56.0,Keyhole
SS316L,200.0,200.0,70.0,50.0,56.0,Keyhole
SS316L,200.0,100.0,70.0,50.0,56.0,Keyhole
SS316L,200.0,1150.0,90.0,30.0,90.0,
SS316L,200.0,1300.0,90.0,30.0,90.0,
SS316L,200.0,1450.0,90.0,30.0,90.0,
SS316L,50.0,130.0,95.0,50.0,70.0,None
SS316L,50.0,160.0,95.0,50.0,66.5,None
SS316L,50.0,220.0,95.0,50.0,76.0,LoF
SS316L,50.0,250.0,95.0,50.0,80.0,LoF
SS316L,50.0,280.0,95.0,50.0,76.0,LoF
SS316L,50.0,310.0,95.0,50.0,76.0,LoF
SS316L,50.0,340.0,95.0,50.0,76.0,LoF
SS316L,50.0,370.0,95.0,50.0,80.0,LoF
SS316L,50.0,400.0,95.0,50.0,76.0,LoF
SS316L,80.0,100.0,95.0,50.0,85.0,Keyhole
SS316L,80.0,130.0,95.0,50.0,82.0,Keyhole
SS316L,80.0,160.0,95.0,50.0,80.0,None
SS316L,80.0,180.0,95.0,50.0,76.0,None
SS316L,80.0,220.0,95.0,50.0,72.727,None
SS316L,80.0,280.0,95.0,50.0,76.0,Balling
SS316L,80.0,310.0,95.0,50.0,76.0,LoF
SS316L,80.0,370.0,95.0,50.0,0.076,LoF
SS316L,80.0,400.0,95.0,50.0,76.0,LoF
SS316L,120.0,100.0,95.0,50.0,0.076,Keyhole
SS316L,120.0,130.0,95.0,50.0,85.5,Keyhole
SS316L,120.0,160.0,95.0,50.0,85.0,Keyhole
SS316L,120.0,180.0,95.0,50.0,85.0,Keyhole
SS316L,120.0,250.0,95.0,50.0,80.75,None
SS316L,120.0,280.0,95.0,50.0,76.0,None
SS316L,120.0,370.0,95.0,50.0,71.25,None
SS316L,120.0,400.0,95.0,50.0,76.0,Balling
SS316L,150.0,100.0,95.0,50.0,0.076,Keyhole
SS316L,150.0,160.0,95.0,50.0,76.0,Keyhole
SS316L,150.0,180.0,95.0,50.0,76.0,Keyhole
SS316L,150.0,220.0,95.0,50.0,85.5,Keyhole
SS316L,150.0,250.0,95.0,50.0,76.0,Keyhole
SS316L,150.0,280.0,95.0,50.0,80.0,None
SS316L,150.0,340.0,95.0,50.0,85.5,None
SS316L,150.0,370.0,95.0,50.0,80.0,None
SS316L,180.0,130.0,95.0,50.0,0.0855,Keyhole
SS316L,180.0,180.0,95.0,50.0,76.0,Keyhole
SS316L,180.0,250.0,95.0,50.0,85.5,Keyhole
SS316L,180.0,310.0,95.0,50.0,85.5,None
SS316L,180.0,340.0,95.0,50.0,85.5,None
SS316L,180.0,400.0,95.0,50.0,76.0,None
SS316L,220.0,250.0,95.0,50.0,76.0,Keyhole
SS316L,220.0,280.0,95.0,50.0,85.5,Keyhole
SS316L,220.0,370.0,95.0,50.0,76.0,Keyhole
SS316L,220.0,400.0,95.0,50.0,76.0,Keyhole
SS316L,250.0,100.0,95.0,50.0,76.0,Keyhole
SS316L,250.0,130.0,95.0,50.0,0.076,Keyhole
SS316L,250.0,220.0,95.0,50.0,76.0,Keyhole
SS316L,250.0,310.0,95.0,50.0,76.0,Keyhole
SS316L,250.0,340.0,95.0,50.0,76.0,Keyhole
SS316L,250.0,370.0,95.0,50.0,85.5,Keyhole
SS316L,275.0,130.0,95.0,50.0,76.0,Keyhole
SS316L,275.0,250.0,95.0,50.0,85.5,Keyhole
SS316L,275.0,310.0,95.0,50.0,85.5,Keyhole
SS316L,275.0,340.0,95.0,50.0,80.0,Keyhole
SS316L,320.0,130.0,95.0,50.0,0.08,Keyhole
SS316L,320.0,370.0,95.0,50.0,76.0,Keyhole
SS316L,320.0,400.0,95.0,50.0,80.75,Keyhole
SS316L,350.0,100.0,95.0,50.0,76.0,Keyhole
SS316L,350.0,370.0,95.0,50.0,76.0,Keyhole
SS316L,350.0,400.0,95.0,50.0,76.0,Keyhole
SS316L,60.0,90.90909091,100.0,30.0,35.0,
SS316L,60.0,37.03703704,100.0,30.0,35.0,
SS316L,60.0,35.0877193,100.0,30.0,35.0,
SS316L,60.0,117.6470588,100.0,30.0,80.0,Keyhole
SS316L,60.0,100.0,100.0,30.0,90.0,Keyhole
SS316L,60.0,80.0,100.0,30.0,80.0,Keyhole
SS316L,60.0,60.60606061,100.0,30.0,80.0,Keyhole
SS316L,60.0,40.0,100.0,30.0,80.0,Keyhole
SS316L,50.0,100.0,100.0,50.0,80.0,None
SS316L,50.0,130.0,100.0,50.0,80.0,None
SS316L,50.0,160.0,100.0,50.0,80.0,Balling
SS316L,50.0,190.0,100.0,50.0,80.0,LoF
SS316L,50.0,220.0,100.0,50.0,80.0,LoF
SS316L,50.0,250.0,100.0,50.0,80.0,LoF
SS316L,50.0,280.0,100.0,50.0,80.0,LoF
SS316L,50.0,310.0,100.0,50.0,0.08,LoF
SS316L,50.0,340.0,100.0,50.0,80.0,LoF
SS316L,50.0,370.0,100.0,50.0,80.0,LoF
SS316L,50.0,400.0,100.0,50.0,0.08,LoF
SS316L,82.5,190.0,100.0,50.0,80.0,None
SS316L,82.5,220.0,100.0,50.0,80.0,None
SS316L,82.5,250.0,100.0,50.0,80.0,Balling
SS316L,82.5,280.0,100.0,50.0,80.0,Balling
SS316L,82.5,310.0,100.0,50.0,0.08,LoF
SS316L,82.5,340.0,100.0,50.0,80.0,LoF
SS316L,82.5,370.0,100.0,50.0,80.0,LoF
SS316L,82.5,400.0,100.0,50.0,80.0,LoF
SS316L,115.0,250.0,100.0,50.0,80.0,None
SS316L,115.0,280.0,100.0,50.0,80.0,None
SS316L,115.0,310.0,100.0,50.0,80.0,None
SS316L,115.0,340.0,100.0,50.0,80.0,Balling
SS316L,115.0,370.0,100.0,50.0,70.0,Balling
SS316L,115.0,400.0,100.0,50.0,80.0,Balling
SS316L,147.5,310.0,100.0,50.0,80.0,None
SS316L,147.5,340.0,100.0,50.0,80.0,None
SS316L,147.5,370.0,100.0,50.0,0.08,None
SS316L,147.5,400.0,100.0,50.0,0.08,None
SS316L,150.0,968.9922481,116.0,40.0,90.0,
SS316L,150.0,672.0430108,116.0,40.0,90.0,
SS316L,150.0,527.4261603,116.0,40.0,90.0,
SS316L,200.0,1291.989664,116.0,40.0,90.0,
SS316L,200.0,896.0573477,116.0,40.0,90.0,
SS316L,200.0,703.2348805,116.0,40.0,90.0,
SS316L,250.0,1614.98708,116.0,40.0,90.0,
SS316L,250.0,1120.071685,116.0,40.0,90.0,
SS316L,250.0,879.0436006,116.0,40.0,90.0,
SS316L,100.0,1.67,200.0,50.0,160.0,Keyhole
SS316L,150.0,1.67,200.0,50.0,160.0,Keyhole
SS316L,200.0,1.67,200.0,50.0,160.0,Keyhole
SS316L,200.0,3.3,200.0,50.0,160.0,Keyhole
SS316L,200.0,5.0,200.0,50.0,160.0,Keyhole
SS316L,200.0,1.67,200.0,50.0,160.0,Keyhole
SS316L,200.0,1.67,200.0,50.0,160.0,Keyhole
SS316L,25.0,100.0,0.08,50.0,0.064,Balling
SS316L,25.0,130.0,90.0,50.0,72.0,LoF
SS316L,25.0,160.0,80.0,50.0,64.0,LoF
SS316L,25.0,190.0,80.0,50.0,64.0,LoF
SS316L,25.0,220.0,80.0,50.0,56.0,LoF
SS316L,25.0,250.0,85.0,50.0,68.0,LoF
SS316L,25.0,280.0,80.0,50.0,64.0,LoF
SS316L,25.0,310.0,0.085,50.0,0.068,LoF
SS316L,25.0,340.0,80.0,50.0,64.0,LoF
SS316L,25.0,370.0,80.0,50.0,64.0,LoF
SS316L,25.0,400.0,90.0,50.0,80.0,LoF
SS316L,75.0,100.0,90.0,50.0,63.0,Keyhole
SS316L,75.0,130.0,100.0,50.0,85.0,None
SS316L,75.0,160.0,90.0,50.0,72.0,None
SS316L,75.0,190.0,100.0,50.0,79.0,None
SS316L,75.0,220.0,90.0,50.0,72.0,None
SS316L,75.0,250.0,90.0,50.0,72.0,Balling
SS316L,75.0,280.0,90.0,50.0,72.0,Balling
SS316L,75.0,310.0,70.0,50.0,49.0,None
SS316L,75.0,340.0,70.0,50.0,49.0,None
SS316L,75.0,370.0,80.0,50.0,64.0,LoF
SS316L,75.0,400.0,80.0,50.0,64.0,LoF
SS316L,125.0,100.0,0.1,50.0,0.09,Keyhole
SS316L,125.0,130.0,85.0,50.0,68.0,Keyhole
SS316L,125.0,160.0,90.0,50.0,80.0,Keyhole
SS316L,125.0,190.0,0.1,50.0,0.09,Keyhole
SS316L,125.0,220.0,100.0,50.0,90.0,None
SS316L,125.0,250.0,0.1,50.0,0.085,None
SS316L,125.0,280.0,100.0,50.0,80.0,None
SS316L,125.0,310.0,90.0,50.0,63.0,None
SS316L,125.0,340.0,90.0,50.0,72.0,None
SS316L,125.0,370.0,85.0,50.0,68.0,None
SS316L,125.0,400.0,80.0,50.0,56.0,None
SS316L,150.0,100.0,90.0,50.0,72.0,Keyhole
SS316L,150.0,130.0,90.0,50.0,80.0,Keyhole
SS316L,150.0,160.0,90.0,50.0,75.0,Keyhole
SS316L,150.0,190.0,100.0,50.0,90.0,Keyhole
SS316L,150.0,220.0,100.0,50.0,90.0,Keyhole
SS316L,150.0,250.0,100.0,50.0,90.0,None
SS316L,150.0,280.0,0.0992,50.0,0.08928,None
SS316L,150.0,310.0,100.0,50.0,88.0,None
SS316L,150.0,340.0,0.1,50.0,0.07,None
SS316L,150.0,370.0,90.0,50.0,72.0,None
SS316L,150.0,400.0,90.0,50.0,63.0,None
SS316L,175.0,100.0,90.0,50.0,72.0,Keyhole
SS316L,175.0,130.0,100.0,50.0,90.0,Keyhole
SS316L,175.0,160.0,90.0,50.0,80.0,Keyhole
SS316L,175.0,190.0,100.0,50.0,90.0,Keyhole
SS316L,175.0,220.0,100.0,50.0,90.0,Keyhole
SS316L,175.0,250.0,100.0,50.0,90.0,Keyhole
SS316L,175.0,280.0,100.0,50.0,90.0,None
SS316L,175.0,310.0,100.0,50.0,90.0,None
SS316L,175.0,340.0,90.0,50.0,81.0,None
SS316L,175.0,370.0,85.0,50.0,76.5,None
SS316L,175.0,400.0,90.0,50.0,75.0,None
SS316L,225.0,100.0,0.1,50.0,0.09,Keyhole
SS316L,225.0,130.0,100.0,50.0,90.0,Keyhole
SS316L,225.0,160.0,90.0,50.0,75.0,Keyhole
SS316L,225.0,190.0,100.0,50.0,90.0,Keyhole
SS316L,225.0,220.0,100.0,50.0,90.0,Keyhole
SS316L,225.0,250.0,90.0,50.0,72.0,Keyhole
SS316L,225.0,280.0,100.0,50.0,90.0,Keyhole
SS316L,225.0,310.0,100.0,50.0,90.0,Keyhole
SS316L,225.0,340.0,100.0,50.0,85.0,Keyhole
SS316L,225.0,370.0,100.0,50.0,90.0,None
SS316L,225.0,400.0,0.1,50.0,0.09,None
SS316L,250.0,100.0,90.0,50.0,72.0,Keyhole
SS316L,250.0,130.0,0.09,50.0,0.072,Keyhole
SS316L,250.0,160.0,100.0,50.0,90.0,Keyhole
SS316L,250.0,190.0,90.0,50.0,72.0,Keyhole
SS316L,250.0,220.0,100.0,50.0,70.0,Keyhole
SS316L,250.0,250.0,100.0,50.0,90.0,Keyhole
SS316L,250.0,280.0,100.0,50.0,80.0,Keyhole
SS316L,250.0,310.0,90.0,50.0,72.0,Keyhole
SS316L,250.0,340.0,100.0,50.0,90.0,Keyhole
SS316L,250.0,370.0,100.0,50.0,90.0,Keyhole
SS316L,250.0,400.0,100.0,50.0,90.0,None
SS316L,275.0,100.0,100.0,50.0,70.0,Keyhole
SS316L,275.0,130.0,90.0,50.0,72.0,Keyhole
SS316L,275.0,160.0,100.0,50.0,90.0,Keyhole
SS316L,275.0,190.0,100.0,50.0,90.0,Keyhole
SS316L,275.0,220.0,90.0,50.0,63.0,Keyhole
SS316L,275.0,250.0,100.0,50.0,90.0,Keyhole
SS316L,275.0,280.0,90.0,50.0,72.0,Keyhole
SS316L,275.0,310.0,90.0,50.0,72.0,Keyhole
SS316L,275.0,340.0,100.0,50.0,90.0,Keyhole
SS316L,275.0,370.0,100.0,50.0,90.0,Keyhole
SS316L,275.0,400.0,95.0,50.0,81.0,Keyhole
SS316L,325.0,220.0,100.0,50.0,90.0,Keyhole
SS316L,325.0,400.0,100.0,50.0,90.0,Keyhole
SS316L,350.0,100.0,0.09,50.0,0.072,Keyhole
SS316L,350.0,130.0,80.0,50.0,64.0,Keyhole
SS316L,350.0,370.0,100.0,50.0,90.0,Keyhole
SS316L,350.0,400.0,90.0,50.0,72.0,Keyhole
SS316L,375.0,100.0,90.0,50.0,72.0,Keyhole
SS316L,375.0,130.0,90.0,50.0,72.0,Keyhole
SS316L,375.0,160.0,80.0,50.0,64.0,Keyhole
