Material,Power,Velocity,beam D,layer thickness,Hatch spacing,meltpool shape
Ti-6Al-4V,450.0,600.0,95,40.0,76.0,keyhole
Ti-6Al-4V,450.0,700.0,95,50.0,76.0,keyhole
Ti-6Al-4V,450.0,900.0,95,40.0,75.0,keyhole
Ti-6Al-4V,450.0,1000.0,95,40.0,70.0,keyhole
Ti-6Al-4V,450.0,1200.0,95,30.0,76.0,keyhole
Ti-6Al-4V,520.0,1100.0,95,0.04,0.07,keyhole
Ti-6Al-4V,520.0,1200.0,95,30.0,75.0,keyhole
Ti-6Al-4V,520.0,700.0,95,55.0,85.5,keyhole
Ti-6Al-4V,520.0,900.0,95,0.04,0.0665,keyhole
Ti-6Al-4V,520.0,1000.0,95,40.0,72.0,keyhole
Ti-6Al-4V,520.0,1100.0,95,30.0,80.0,keyhole
Ti-6Al-4V,520.0,1200.0,95,35.0,73.0,keyhole
Ti-6Al-4V,520.0,700.0,95,50.0,67.0,keyhole
Ti-6Al-4V,520.0,900.0,95,40.0,80.0,keyhole
Ti-6Al-4V,520.0,1000.0,95,38.0,76.0,keyhole
Ti-6Al-4V,520.0,1100.0,95,40.0,76.0,keyhole
Ti-6Al-4V,520.0,1200.0,95,0.04,0.06745,keyhole
Ti-6Al-4V,120.0,200.0,100,30.0,0.08,keyhole
Ti-6Al-4V,280.0,400.0,100,30.0,140.0,keyhole
Ti-6Al-4V,280.0,400.0,100,30.0,140.0,keyhole
Ti-6Al-4V,125.0,400.0,140,0.02,0.1,keyhole
Ti-6Al-4V,160.0,400.0,140,30.0,84.0,keyhole
Ti-6Al-4V,170.0,400.0,140,20.0,98.0,keyhole
Ti-6Al-4V,180.0,400.0,140,30.0,98.0,keyhole
Ti-6Al-4V,190.0,400.0,140,28.0,98.0,keyhole
Ti-6Al-4V,200.0,400.0,140,0.03,0.098,keyhole
Ti-6Al-4V,210.0,700.0,140,20.0,98.0,keyhole
Ti-6Al-4V,230.0,400.0,140,30.0,112.0,keyhole
Ti-6Al-4V,230.0,700.0,140,20.0,100.0,keyhole
Ti-6Al-4V,260.0,400.0,140,40.0,110.0,keyhole
Ti-6Al-4V,260.0,700.0,140,20.0,98.0,keyhole
Ti-6Al-4V,280.0,700.0,140,0.02,0.1,keyhole
Ti-6Al-4V,320.0,700.0,140,0.025,0.112,keyhole
Ti-6Al-4V,370.0,700.0,140,30.0,98.0,keyhole
Ti-6Al-4V,370.0,1000.0,140,20.0,98.0,keyhole
Ti-6Al-4V,420.0,700.0,140,30.0,112.0,keyhole
Ti-6Al-4V,520.0,700.0,140,40.0,110.0,keyhole
Ti-6Al-4V,67.5,115.0,50,30.0,62.5,
Ti-6Al-4V,67.5,305.0,50,30.0,62.5,
Ti-6Al-4V,67.5,115.0,50,30.0,62.5,
Ti-6Al-4V,67.5,305.0,50,30.0,62.5,
Ti-6Al-4V,67.5,115.0,50,30.0,87.5,
Ti-6Al-4V,67.5,115.0,50,30.0,87.5,
Ti-6Al-4V,67.5,305.0,50,30.0,87.5,
Ti-6Al-4V,81.25,162.5,50,30.0,68.75,
Ti-6Al-4V,81.25,257.5,50,30.0,68.75,
Ti-6Al-4V,81.25,162.5,50,30.0,68.75,
Ti-6Al-4V,81.25,257.5,50,30.0,68.75,
Ti-6Al-4V,81.25,162.5,50,30.0,81.25,
Ti-6Al-4V,81.25,257.5,50,30.0,81.25,
Ti-6Al-4V,81.25,162.5,50,30.0,81.25,
Ti-6Al-4V,81.25,257.5,50,30.0,81.25,
Ti-6Al-4V,95.0,20.0,50,30.0,75.0,
Ti-6Al-4V,95.0,115.0,50,30.0,75.0,
Ti-6Al-4V,95.0,400.0,50,30.0,75.0,
Ti-6Al-4V,95.0,305.0,50,30.0,75.0,
Ti-6Al-4V,95.0,210.0,50,30.0,75.0,
Ti-6Al-4V,95.0,210.0,50,30.0,75.0,
Ti-6Al-4V,95.0,210.0,50,30.0,75.0,
Ti-6Al-4V,95.0,210.0,50,30.0,75.0,
Ti-6Al-4V,95.0,210.0,50,30.0,50.0,
Ti-6Al-4V,95.0,210.0,50,30.0,62.5,
Ti-6Al-4V,95.0,210.0,50,30.0,100.0,
Ti-6Al-4V,95.0,210.0,50,30.0,87.5,
Ti-6Al-4V,108.75,162.5,50,30.0,68.75,
Ti-6Al-4V,108.75,257.5,50,30.0,68.75,
Ti-6Al-4V,108.75,162.5,50,30.0,68.75,
Ti-6Al-4V,108.75,257.5,50,30.0,68.75,
Ti-6Al-4V,108.75,162.5,50,30.0,81.25,
Ti-6Al-4V,108.75,257.5,50,30.0,81.25,
Ti-6Al-4V,108.75,162.5,50,30.0,81.25,
Ti-6Al-4V,108.75,257.5,50,30.0,81.25,
Ti-6Al-4V,122.5,115.0,50,30.0,62.5,
Ti-6Al-4V,122.5,305.0,50,30.0,62.5,
Ti-6Al-4V,122.5,115.0,50,30.0,62.5,
Ti-6Al-4V,122.5,305.0,50,30.0,62.5,
Ti-6Al-4V,122.5,115.0,50,30.0,87.5,
Ti-6Al-4V,122.5,305.0,50,30.0,87.5,
Ti-6Al-4V,122.5,115.0,50,30.0,87.5,
Ti-6Al-4V,122.5,305.0,50,30.0,87.5,
Ti-6Al-4V,150.0,146.0,50,60.0,40.0,Keyhole
Ti-6Al-4V,175.0,146.0,50,60.0,40.0,Keyhole
Ti-6Al-4V,200.0,146.0,50,60.0,40.0,Keyhole
Ti-6Al-4V,200.0,455.0,50,60.0,40.0,Keyhole
Ti-6Al-4V,225.0,146.0,50,60.0,0.04,Keyhole
Ti-6Al-4V,225.0,455.0,50,60.0,45.0,Keyhole
Ti-6Al-4V,250.0,146.0,50,60.0,40.0,Keyhole
Ti-6Al-4V,250.0,455.0,50,60.0,40.0,Keyhole
Ti-6Al-4V,300.0,455.0,50,60.0,45.0,Keyhole
Ti-6Al-4V,60.0,666.6666667,100,30.0,35.0,
Ti-6Al-4V,60.0,500.0,100,30.0,35.0,
Ti-6Al-4V,60.0,400.0,100,30.0,35.0,
Ti-6Al-4V,60.0,285.7142857,100,30.0,35.0,
Ti-6Al-4V,60.0,333.3333333,100,30.0,35.0,
Ti-6Al-4V,60.0,222.2222222,100,30.0,35.0,
Ti-6Al-4V,60.0,133.3333333,100,30.0,35.0,
Ti-6Al-4V,60.0,68.96551724,100,30.0,35.0,
